rank,status,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,ALPHA_TRAILING_WINDOW,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,HML_STABILITY_THRESHOLD,FACTOR_COLUMNS,score,Strategy Ann. Return,Benchmark (EW) Ann. Return,Benchmark (VW) Ann. Return,Strategy Sharpe,Benchmark (EW) Sharpe,Benchmark (VW) Sharpe,Information Ratio (vs EW),Information Ratio (vs VW),Strategy Max Drawdown,Monthly Hit Rate (vs EW),Return Months,Rebalance Years,search_batch_time
10937,completed,2010-01-01,2025-12-31,60,0.2,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",6.7725,10.98%,11.06%,12.52%,0.75,0.78,0.88,-0.00,-0.38,-26.84%,47.78%,180,15,2026-06-04 20:55:38
10938,completed,2010-01-01,2025-12-31,60,0.1,0,True,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",6.7725,11.13%,11.06%,12.52%,0.77,0.78,0.88,0.04,-0.42,-28.03%,53.89%,180,15,2026-06-04 20:55:38
10939,completed,2010-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",6.7725,10.76%,11.06%,12.52%,0.80,0.78,0.88,-0.11,-0.47,-25.23%,50.00%,180,15,2026-06-04 20:55:38
10940,completed,2010-01-01,2025-12-31,60,0.2,0,True,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.7725,10.91%,11.06%,12.52%,0.78,0.78,0.88,-0.08,-0.68,-26.28%,51.11%,180,15,2026-06-04 20:55:38
10941,completed,2010-01-01,2025-12-31,70,0.1,0,True,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",6.7725,11.13%,11.06%,12.52%,0.77,0.78,0.88,0.04,-0.42,-28.03%,53.89%,180,15,2026-06-04 20:55:38
10942,completed,2010-01-01,2025-12-31,70,0.1,0,False,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.7725,10.76%,11.06%,12.52%,0.79,0.78,0.88,-0.13,-0.55,-25.16%,46.11%,180,15,2026-06-04 20:55:38
10943,completed,2010-01-01,2025-12-31,60,0.1,0,False,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.7725,10.76%,11.06%,12.52%,0.79,0.78,0.88,-0.13,-0.55,-25.16%,46.11%,180,15,2026-06-04 20:55:38
10944,completed,2010-01-01,2025-12-31,70,0.2,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",6.7725,10.98%,11.06%,12.52%,0.75,0.78,0.88,-0.00,-0.38,-26.84%,47.78%,180,15,2026-06-04 20:55:38
10945,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",6.770833,11.40%,11.58%,13.19%,0.79,0.77,0.86,-0.10,-0.56,-25.48%,45.83%,120,10,2026-06-04 20:55:38
10946,completed,2015-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma",6.770833,11.64%,11.56%,13.10%,0.79,0.77,0.86,0.00,-0.39,-27.42%,54.17%,120,10,2026-06-04 20:55:38
10947,completed,2015-01-01,2025-12-31,80,0.1,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma",6.770833,11.65%,11.58%,13.19%,0.78,0.77,0.86,0.00,-0.34,-27.40%,50.83%,120,10,2026-06-04 20:55:38
10948,completed,2015-01-01,2025-12-31,70,0.1,0,True,36,36,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma, mom",6.770833,11.81%,11.56%,13.10%,0.79,0.77,0.86,0.07,-0.48,-28.75%,54.17%,120,10,2026-06-04 20:55:38
10949,completed,2015-01-01,2025-12-31,60,0.1,0,True,36,36,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma, mom",6.770833,11.81%,11.56%,13.10%,0.79,0.77,0.86,0.07,-0.48,-28.75%,54.17%,120,10,2026-06-04 20:55:38
10950,completed,2015-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma",6.770833,11.64%,11.56%,13.10%,0.79,0.77,0.86,0.00,-0.39,-27.42%,54.17%,120,10,2026-06-04 20:55:38
10951,completed,2015-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",6.770833,11.50%,11.56%,13.10%,0.78,0.77,0.86,-0.07,-0.68,-26.27%,53.33%,120,10,2026-06-04 20:55:38
10952,completed,2015-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",6.770833,11.50%,11.56%,13.10%,0.78,0.77,0.86,-0.07,-0.68,-26.27%,53.33%,120,10,2026-06-04 20:55:38
10953,completed,2010-01-01,2025-12-31,70,0.3,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml",6.77,10.83%,11.06%,12.52%,0.80,0.78,0.88,-0.13,-0.59,-25.69%,51.67%,180,15,2026-06-04 20:55:38
10954,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.77,11.28%,11.11%,12.58%,0.78,0.78,0.88,0.07,-0.39,-29.03%,46.11%,180,15,2026-06-04 20:55:38
10955,completed,2010-01-01,2025-12-31,60,0.2,0,True,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.77,11.05%,11.06%,12.52%,0.80,0.78,0.88,-0.04,-0.55,-27.41%,50.56%,180,15,2026-06-04 20:55:38
10956,completed,2010-01-01,2025-12-31,60,0.3,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml",6.77,10.83%,11.06%,12.52%,0.80,0.78,0.88,-0.13,-0.59,-25.69%,51.67%,180,15,2026-06-04 20:55:38
10957,completed,2010-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, rmw",6.77,10.93%,11.11%,12.58%,0.76,0.78,0.88,-0.07,-0.54,-26.24%,46.67%,180,15,2026-06-04 20:55:38
10958,completed,2010-01-01,2025-12-31,70,0.2,0,True,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.77,11.05%,11.06%,12.52%,0.80,0.78,0.88,-0.04,-0.55,-27.41%,50.56%,180,15,2026-06-04 20:55:38
10959,completed,2020-01-01,2025-12-31,70,0.1,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.769167,10.83%,9.56%,10.95%,0.71,0.67,0.76,0.51,0.02,-25.87%,58.33%,60,5,2026-06-04 20:55:38
10960,completed,2020-01-01,2025-12-31,60,0.1,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.769167,10.83%,9.56%,10.95%,0.71,0.67,0.76,0.51,0.02,-25.87%,58.33%,60,5,2026-06-04 20:55:38
10961,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml",6.768333,11.52%,11.58%,13.19%,0.79,0.77,0.86,-0.07,-0.63,-26.39%,47.50%,120,10,2026-06-04 20:55:38
10962,completed,2010-01-01,2025-12-31,80,0.1,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.7675,11.39%,11.11%,12.58%,0.78,0.78,0.88,0.11,-0.35,-29.89%,52.78%,180,15,2026-06-04 20:55:38
10963,completed,2010-01-01,2025-12-31,70,0.2,0,True,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml",6.7675,10.91%,11.06%,12.52%,0.80,0.78,0.88,-0.09,-0.64,-26.34%,52.78%,180,15,2026-06-04 20:55:38
10964,completed,2010-01-01,2025-12-31,80,0.3,0,False,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.7675,10.98%,11.11%,12.58%,0.80,0.78,0.88,-0.09,-0.64,-26.68%,49.44%,180,15,2026-06-04 20:55:38
10965,completed,2010-01-01,2025-12-31,60,0.2,0,True,48,48,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma",6.7675,10.78%,11.06%,12.52%,0.77,0.78,0.88,-0.12,-0.62,-25.28%,50.00%,180,15,2026-06-04 20:55:38
10966,completed,2010-01-01,2025-12-31,70,0.2,0,True,48,48,48,,0.05,2.0,1.0,"mkt_rf, smb, hml, cma",6.7675,10.78%,11.06%,12.52%,0.77,0.78,0.88,-0.12,-0.62,-25.28%,50.00%,180,15,2026-06-04 20:55:38
10967,completed,2010-01-01,2025-12-31,60,0.2,0,True,36,36,48,120.0,0.05,1.0,1.5,"mkt_rf, smb, hml",6.7675,10.91%,11.06%,12.52%,0.80,0.78,0.88,-0.09,-0.64,-26.34%,52.78%,180,15,2026-06-04 20:55:38
10968,completed,2010-01-01,2025-12-31,60,0.1,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw",6.7675,10.95%,11.06%,12.52%,0.78,0.78,0.88,-0.05,-0.44,-26.64%,50.00%,180,15,2026-06-04 20:55:38
10969,completed,2010-01-01,2025-12-31,80,0.3,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.7675,11.11%,11.11%,12.58%,0.78,0.78,0.88,-0.00,-0.54,-27.71%,50.56%,180,15,2026-06-04 20:55:38
10970,completed,2010-01-01,2025-12-31,70,0.1,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw",6.7675,10.95%,11.06%,12.52%,0.78,0.78,0.88,-0.05,-0.44,-26.64%,50.00%,180,15,2026-06-04 20:55:38
10971,completed,2015-01-01,2025-12-31,60,0.2,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.765833,11.52%,11.56%,13.10%,0.80,0.77,0.86,-0.06,-0.60,-26.51%,50.00%,120,10,2026-06-04 20:55:38
10972,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml",6.765833,11.35%,11.58%,13.19%,0.77,0.77,0.86,-0.09,-0.52,-25.11%,50.00%,120,10,2026-06-04 20:55:38
10973,completed,2015-01-01,2025-12-31,60,0.2,0,False,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.765833,11.29%,11.56%,13.10%,0.77,0.77,0.86,-0.13,-0.62,-24.67%,46.67%,120,10,2026-06-04 20:55:38
10974,completed,2015-01-01,2025-12-31,70,0.2,0,False,36,36,48,60.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.765833,11.29%,11.56%,13.10%,0.77,0.77,0.86,-0.13,-0.62,-24.67%,46.67%,120,10,2026-06-04 20:55:38
10975,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,36.0,0.05,2.0,2.0,"mkt_rf, smb, hml",6.765833,11.34%,11.58%,13.19%,0.78,0.77,0.86,-0.11,-0.49,-25.03%,53.33%,120,10,2026-06-04 20:55:38
10976,completed,2015-01-01,2025-12-31,70,0.2,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, mom",6.765833,11.52%,11.56%,13.10%,0.80,0.77,0.86,-0.06,-0.60,-26.51%,50.00%,120,10,2026-06-04 20:55:38
10977,completed,2010-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml",6.765,10.91%,11.06%,12.52%,0.80,0.78,0.88,-0.09,-0.55,-26.35%,51.11%,180,15,2026-06-04 20:55:38
10978,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, cma, mom",6.765,11.22%,11.11%,12.58%,0.81,0.78,0.88,0.01,-0.44,-28.60%,49.44%,180,15,2026-06-04 20:55:38
10979,completed,2010-01-01,2025-12-31,80,0.1,0,True,48,48,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.765,11.21%,11.11%,12.58%,0.79,0.78,0.88,0.02,-0.45,-28.49%,52.78%,180,15,2026-06-04 20:55:38
10980,completed,2010-01-01,2025-12-31,60,0.3,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.765,10.86%,11.06%,12.52%,0.78,0.78,0.88,-0.09,-0.58,-25.94%,47.78%,180,15,2026-06-04 20:55:38
10981,completed,2010-01-01,2025-12-31,80,0.3,0,True,36,36,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml",6.765,11.01%,11.11%,12.58%,0.78,0.78,0.88,-0.07,-0.64,-26.88%,50.56%,180,15,2026-06-04 20:55:38
10982,completed,2010-01-01,2025-12-31,70,0.3,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.765,10.86%,11.06%,12.52%,0.78,0.78,0.88,-0.09,-0.58,-25.94%,47.78%,180,15,2026-06-04 20:55:38
10983,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",6.765,10.75%,11.11%,12.58%,0.79,0.78,0.88,-0.15,-0.56,-24.93%,51.11%,180,15,2026-06-04 20:55:38
10984,completed,2010-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml",6.765,10.91%,11.06%,12.52%,0.80,0.78,0.88,-0.09,-0.55,-26.35%,51.11%,180,15,2026-06-04 20:55:38
10985,completed,2020-01-01,2025-12-31,80,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw",6.764167,10.76%,9.59%,11.07%,0.73,0.67,0.76,0.42,-0.08,-25.19%,56.67%,60,5,2026-06-04 20:55:38
10986,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",6.764167,10.56%,9.56%,10.95%,0.73,0.67,0.76,0.36,-0.12,-23.76%,55.00%,60,5,2026-06-04 20:55:38
10987,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, mom",6.764167,10.56%,9.56%,10.95%,0.73,0.67,0.76,0.36,-0.12,-23.76%,55.00%,60,5,2026-06-04 20:55:38
10988,completed,2015-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.763333,11.76%,11.58%,13.19%,0.77,0.77,0.86,0.06,-0.49,-28.29%,53.33%,120,10,2026-06-04 20:55:38
10989,completed,2015-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw, mom",6.763333,11.53%,11.58%,13.19%,0.78,0.77,0.86,-0.08,-0.75,-26.43%,50.00%,120,10,2026-06-04 20:55:38
10990,completed,2015-01-01,2025-12-31,70,0.2,0,False,36,36,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.763333,11.53%,11.56%,13.10%,0.78,0.77,0.86,-0.03,-0.53,-26.59%,46.67%,120,10,2026-06-04 20:55:38
10991,completed,2015-01-01,2025-12-31,60,0.1,0,False,36,36,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, mom",6.763333,11.62%,11.56%,13.10%,0.78,0.77,0.86,0.01,-0.46,-27.30%,50.00%,120,10,2026-06-04 20:55:38
10992,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml",6.763333,11.39%,11.58%,13.19%,0.77,0.77,0.86,-0.09,-0.61,-25.40%,51.67%,120,10,2026-06-04 20:55:38
10993,completed,2015-01-01,2025-12-31,60,0.2,0,False,36,36,48,36.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.763333,11.53%,11.56%,13.10%,0.78,0.77,0.86,-0.03,-0.53,-26.59%,46.67%,120,10,2026-06-04 20:55:38
10994,completed,2015-01-01,2025-12-31,70,0.1,0,False,36,36,48,36.0,0.05,1.5,1.0,"mkt_rf, smb, hml, mom",6.763333,11.62%,11.56%,13.10%,0.78,0.77,0.86,0.01,-0.46,-27.30%,50.00%,120,10,2026-06-04 20:55:38
10995,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma",6.763333,11.72%,11.58%,13.19%,0.77,0.77,0.86,0.06,-0.43,-28.01%,55.00%,120,10,2026-06-04 20:55:38
10996,completed,2010-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",6.7625,10.93%,11.06%,12.52%,0.76,0.78,0.88,-0.05,-0.49,-26.46%,52.78%,180,15,2026-06-04 20:55:38
10997,completed,2010-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.7625,10.86%,11.06%,12.52%,0.79,0.78,0.88,-0.14,-0.75,-25.88%,50.56%,180,15,2026-06-04 20:55:38
10998,completed,2010-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, cma, mom",6.7625,11.08%,11.06%,12.52%,0.79,0.78,0.88,-0.01,-0.62,-27.68%,50.56%,180,15,2026-06-04 20:55:38
10999,completed,2010-01-01,2025-12-31,60,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",6.7625,10.96%,11.06%,12.52%,0.79,0.78,0.88,-0.05,-0.45,-26.76%,48.33%,180,15,2026-06-04 20:55:38
11000,completed,2010-01-01,2025-12-31,70,0.3,0,False,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.7625,10.95%,11.06%,12.52%,0.80,0.78,0.88,-0.08,-0.57,-26.66%,53.89%,180,15,2026-06-04 20:55:38
11001,completed,2010-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,2.0,1.0,"mkt_rf, smb, hml, cma, mom",6.7625,11.08%,11.06%,12.52%,0.79,0.78,0.88,-0.01,-0.62,-27.68%,50.56%,180,15,2026-06-04 20:55:38
11002,completed,2010-01-01,2025-12-31,60,0.3,0,False,48,48,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml",6.7625,10.95%,11.06%,12.52%,0.80,0.78,0.88,-0.08,-0.57,-26.66%,53.89%,180,15,2026-06-04 20:55:38
11003,completed,2010-01-01,2025-12-31,70,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",6.7625,10.96%,11.06%,12.52%,0.79,0.78,0.88,-0.05,-0.45,-26.76%,48.33%,180,15,2026-06-04 20:55:38
11004,completed,2010-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.7625,10.86%,11.06%,12.52%,0.79,0.78,0.88,-0.14,-0.75,-25.88%,50.56%,180,15,2026-06-04 20:55:38
11005,completed,2010-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",6.7625,10.93%,11.06%,12.52%,0.76,0.78,0.88,-0.05,-0.49,-26.46%,52.78%,180,15,2026-06-04 20:55:38
11006,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.760833,11.52%,11.56%,13.10%,0.78,0.77,0.86,-0.06,-0.74,-26.47%,48.33%,120,10,2026-06-04 20:55:38
11007,completed,2015-01-01,2025-12-31,80,0.3,0,True,48,48,48,120.0,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",6.760833,11.54%,11.58%,13.19%,0.79,0.77,0.86,-0.06,-0.69,-26.58%,44.17%,120,10,2026-06-04 20:55:38
11008,completed,2015-01-01,2025-12-31,70,0.2,0,True,48,48,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",6.760833,11.53%,11.56%,13.10%,0.80,0.77,0.86,-0.06,-0.55,-26.60%,48.33%,120,10,2026-06-04 20:55:38
11009,completed,2015-01-01,2025-12-31,60,0.2,0,True,48,48,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, cma",6.760833,11.53%,11.56%,13.10%,0.80,0.77,0.86,-0.06,-0.55,-26.60%,48.33%,120,10,2026-06-04 20:55:38
11010,completed,2015-01-01,2025-12-31,60,0.1,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.760833,11.29%,11.56%,13.10%,0.76,0.77,0.86,-0.09,-0.40,-24.74%,48.33%,120,10,2026-06-04 20:55:38
11011,completed,2015-01-01,2025-12-31,70,0.1,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.760833,11.29%,11.56%,13.10%,0.76,0.77,0.86,-0.09,-0.40,-24.74%,48.33%,120,10,2026-06-04 20:55:38
11012,completed,2015-01-01,2025-12-31,60,0.2,0,True,36,36,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",6.760833,11.57%,11.56%,13.10%,0.78,0.77,0.86,-0.02,-0.57,-26.90%,54.17%,120,10,2026-06-04 20:55:38
11013,completed,2015-01-01,2025-12-31,60,0.1,0,False,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.760833,11.50%,11.56%,13.10%,0.75,0.77,0.86,-0.00,-0.44,-26.36%,50.83%,120,10,2026-06-04 20:55:38
11014,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,,0.05,1.0,1.0,"mkt_rf, smb, hml, rmw",6.760833,11.52%,11.56%,13.10%,0.78,0.77,0.86,-0.06,-0.74,-26.47%,48.33%,120,10,2026-06-04 20:55:38
11015,completed,2015-01-01,2025-12-31,70,0.1,0,False,36,36,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma, mom",6.760833,11.50%,11.56%,13.10%,0.75,0.77,0.86,-0.00,-0.44,-26.36%,50.83%,120,10,2026-06-04 20:55:38
11016,completed,2015-01-01,2025-12-31,70,0.2,0,True,36,36,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",6.760833,11.57%,11.56%,13.10%,0.78,0.77,0.86,-0.02,-0.57,-26.90%,54.17%,120,10,2026-06-04 20:55:38
11017,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml, cma, mom",6.76,11.08%,11.11%,12.58%,0.79,0.78,0.88,-0.03,-0.58,-27.50%,52.22%,180,15,2026-06-04 20:55:38
11018,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml",6.76,11.14%,11.11%,12.58%,0.79,0.78,0.88,-0.00,-0.56,-27.98%,50.56%,180,15,2026-06-04 20:55:38
11019,completed,2010-01-01,2025-12-31,60,0.3,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.76,11.10%,11.06%,12.52%,0.78,0.78,0.88,0.02,-0.60,-27.86%,48.33%,180,15,2026-06-04 20:55:38
11020,completed,2010-01-01,2025-12-31,80,0.3,0,True,48,48,48,,0.05,1.0,1.5,"mkt_rf, smb, hml",6.76,11.02%,11.11%,12.58%,0.80,0.78,0.88,-0.08,-0.72,-27.01%,50.56%,180,15,2026-06-04 20:55:38
11021,completed,2010-01-01,2025-12-31,70,0.3,0,True,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",6.76,11.10%,11.06%,12.52%,0.78,0.78,0.88,0.02,-0.60,-27.86%,48.33%,180,15,2026-06-04 20:55:38
11022,completed,2020-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, mom",6.759167,11.02%,9.59%,11.07%,0.72,0.67,0.76,0.48,0.03,-27.12%,51.67%,60,5,2026-06-04 20:55:38
11023,completed,2020-01-01,2025-12-31,60,0.2,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",6.759167,10.77%,9.56%,10.95%,0.74,0.67,0.76,0.33,-0.05,-25.22%,56.67%,60,5,2026-06-04 20:55:38
11024,completed,2020-01-01,2025-12-31,70,0.2,0,True,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",6.759167,10.77%,9.56%,10.95%,0.74,0.67,0.76,0.33,-0.05,-25.22%,56.67%,60,5,2026-06-04 20:55:38
11025,completed,2015-01-01,2025-12-31,70,0.2,0,True,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.758333,11.57%,11.56%,13.10%,0.78,0.77,0.86,-0.01,-0.55,-26.93%,50.00%,120,10,2026-06-04 20:55:38
11026,completed,2015-01-01,2025-12-31,60,0.2,0,True,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, rmw, cma",6.758333,11.57%,11.56%,13.10%,0.78,0.77,0.86,-0.01,-0.55,-26.93%,50.00%,120,10,2026-06-04 20:55:38
11027,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,36.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma, mom",6.758333,12.14%,11.58%,13.19%,0.76,0.77,0.86,0.21,-0.21,-31.24%,60.83%,120,10,2026-06-04 20:55:38
11028,completed,2015-01-01,2025-12-31,70,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.758333,11.96%,11.56%,13.10%,0.78,0.77,0.86,0.13,-0.29,-29.94%,53.33%,120,10,2026-06-04 20:55:38
11029,completed,2015-01-01,2025-12-31,70,0.2,0,False,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml",6.758333,11.41%,11.56%,13.10%,0.79,0.77,0.86,-0.07,-0.47,-25.72%,49.17%,120,10,2026-06-04 20:55:38
11030,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,60.0,0.05,1.0,1.5,"mkt_rf, smb, hml, cma, mom",6.758333,11.25%,11.58%,13.19%,0.81,0.77,0.86,-0.12,-0.42,-24.50%,48.33%,120,10,2026-06-04 20:55:38
11031,completed,2015-01-01,2025-12-31,60,0.1,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma, mom",6.758333,11.96%,11.56%,13.10%,0.78,0.77,0.86,0.13,-0.29,-29.94%,53.33%,120,10,2026-06-04 20:55:38
11032,completed,2015-01-01,2025-12-31,60,0.2,0,False,48,48,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml",6.758333,11.41%,11.56%,13.10%,0.79,0.77,0.86,-0.07,-0.47,-25.72%,49.17%,120,10,2026-06-04 20:55:38
11033,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,,0.05,1.5,1.0,"mkt_rf, smb, hml",6.7575,11.04%,11.11%,12.58%,0.79,0.78,0.88,-0.06,-0.67,-27.17%,50.00%,180,15,2026-06-04 20:55:38
