signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2012-09-28,2012-10-12,2012-10-26,2012-11-02,2012-09-28,2012-11-02,0.014429103453336775,-0.0029213720852263323,0.011507731368110442,0.0011283602901136724,37,37,4,1.1101745360231303,0.73614644385638,0.010379371077996769
2012-10-26,2012-11-02,2012-11-30,2012-12-07,2012-10-26,2012-12-07,-0.030979604357480605,0.045901360502468125,0.01492175614498752,-0.020283114826974428,37,37,4,1.126740289728042,0.7212151010061721,0.03520487097196195
2012-11-30,2012-12-07,2012-12-28,2013-01-04,2012-11-30,2013-01-04,0.09868798935008866,-0.09969949626140164,-0.0010115069113129788,0.09927630715507667,37,37,4,1.1256005841377272,0.7928146728985405,-0.10028781406638965
2012-12-28,2013-01-04,2013-01-25,2013-02-01,2012-12-28,2013-02-01,0.07420310587389303,-0.07040315482280649,0.0037999510510865475,0.0698245036114042,37,37,4,1.1298778112605252,0.8481725638895189,-0.06602455256031765
2013-01-25,2013-02-01,2013-02-22,2013-03-01,2013-01-25,2013-03-01,0.020850987123119218,-0.00792850358622183,0.012922483536897388,-0.02105503341909101,38,38,4,1.1444786386752448,0.830314262211669,0.0339775169559884
2013-02-22,2013-03-01,2013-03-29,2013-04-03,2013-02-22,2013-04-03,-0.03516069849701869,0.05501923814531231,0.01985853964829362,-0.05497928738421534,39,39,4,1.1672063130980022,0.784664175770321,0.07483782703250896
2013-03-29,2013-04-03,2013-04-26,2013-05-03,2013-03-29,2013-05-03,0.05402119617690414,-0.020019002621150733,0.0340021935557534,0.0037320704395822804,40,40,4,1.2068938880754576,0.7875925977457126,0.03027012311617112
2013-04-26,2013-05-03,2013-05-31,2013-06-07,2013-04-26,2013-06-07,0.02954969666256457,-0.02144564533300813,0.008104051329556439,-0.0021902997206344477,41,41,4,1.216674618093749,0.7858675338988964,0.010294351050190886
2013-05-31,2013-06-07,2013-06-28,2013-07-05,2013-05-31,2013-07-05,0.00449058482335,0.05527420018137384,0.05976478500472384,-0.08247295600074125,40,40,4,1.2893889150648266,0.7210547153532417,0.1422377410054651
2013-06-28,2013-07-05,2013-07-26,2013-08-02,2013-06-28,2013-08-02,0.045001246801657374,-0.025045324295155078,0.019955922506502296,0.007588533041003798,40,40,4,1.3151198603346033,0.7265264628850713,0.012367389465498497
2013-07-26,2013-08-02,2013-08-30,2013-09-06,2013-07-26,2013-09-06,0.031229473416170377,-0.028682979473286824,0.002546493942883553,0.039616735574422274,41,41,4,1.3184688050931113,0.7553090696530095,-0.03707024163153872
2013-08-30,2013-09-06,2013-09-30,2013-10-11,2013-08-30,2013-10-11,0.030664866438022444,-0.032562300550767996,-0.0018974341127455524,0.03787561055298952,42,42,4,1.3159670974057367,0.7839168618223278,-0.03977304466573507
2013-09-30,2013-10-11,2013-10-25,2013-11-01,2013-09-30,2013-11-01,-0.07438897812870734,0.04640360530576254,-0.027985372822944804,-0.026884717834242088,43,43,4,1.2791392675621087,0.76284147818673,-0.0011006549887027164
2013-10-25,2013-11-01,2013-11-29,2013-12-06,2013-10-25,2013-12-06,0.006396366801437119,-0.019370014312190816,-0.012973647510753698,0.023011572381526735,43,43,4,1.2625441655875942,0.7803956600776548,-0.03598521989228043
2013-11-29,2013-12-06,2013-12-27,2014-01-03,2013-11-29,2014-01-03,0.020002266341607476,0.0324346596296679,0.052436925971275375,-0.0520428925476812,43,43,4,1.3287481005339765,0.7397816125955566,0.10447981851895657
2013-12-27,2014-01-03,2014-01-30,2014-02-07,2013-12-27,2014-02-07,0.05085133799163493,-0.002678480534557784,0.048172857457077146,-0.027258500318756918,43,43,4,1.392757693377362,0.7196162752728101,0.07543135777583407
2014-01-30,2014-02-07,2014-02-28,2014-03-07,2014-01-30,2014-03-07,-0.01835642337314398,0.018075573639278836,-0.0002808497338651454,-0.01549388091620383,43,43,4,1.3923665377498384,0.708466626398371,0.015213031182338684
2014-02-28,2014-03-07,2014-03-28,2014-04-04,2014-02-28,2014-04-04,-0.03282934831716621,0.01648510148520229,-0.01634424683196392,0.006931207328658351,43,43,4,1.369609355376288,0.7133771554713731,-0.023275454160622273
2014-03-28,2014-04-04,2014-04-30,2014-05-09,2014-03-28,2014-05-09,-0.04109455266768864,0.03791824949516702,-0.0031763031725216204,-0.017988285739932056,43,43,4,1.3652590608356912,0.7005447233584141,0.014811982567410436
2014-04-30,2014-05-09,2014-05-30,2014-06-06,2014-04-30,2014-06-06,0.025091783577959142,-0.029898046053284687,-0.004806262475325545,0.0011071300540122842,44,44,4,1.3586972674424984,0.7013203174758239,-0.005913392529337829
2014-05-30,2014-06-06,2014-06-27,2014-07-04,2014-05-30,2014-07-04,0.035075238569663644,-0.03627803292402246,-0.0012027943543588132,0.017051955649506744,45,45,4,1.357063034039936,0.7132792004255196,-0.018254750003865557
2014-06-27,2014-07-04,2014-07-25,2014-08-01,2014-06-27,2014-08-01,0.03360163925852235,-0.009392973902947176,0.024208665355575178,0.055779196866502505,45,45,4,1.38991571889743,0.7530653413668361,-0.03157053151092733
2014-07-25,2014-08-01,2014-08-29,2014-09-05,2014-07-25,2014-09-05,0.07260388681412507,-0.07442272390682347,-0.0018188370926984082,0.04196967959074325,45,45,4,1.387387688632175,0.7846712524548959,-0.04378851668344166
2014-08-29,2014-09-05,2014-09-30,2014-10-10,2014-08-29,2014-10-10,0.024608304884524746,-0.030551424065258147,-0.005943119180733401,0.006946093559724576,46,46,4,1.3791422782487517,0.7901216523880739,-0.012889212740457977
2014-09-30,2014-10-10,2014-10-31,2014-11-07,2014-09-30,2014-11-07,0.0032387297511875493,-0.007962393399653319,-0.00472366364846577,0.01280272631336037,47,47,4,1.3726276740029257,0.8002373636578584,-0.01752638996182614
2014-10-31,2014-11-07,2014-11-28,2014-12-05,2014-10-31,2014-12-05,0.10735436059569646,-0.13329564542770705,-0.025941284832010594,0.19998844375033417,47,47,4,1.3370199485433156,0.9602755886466636,-0.22592972858234478
2014-11-28,2014-12-05,2014-12-31,2015-01-09,2014-11-28,2015-01-09,0.05722426903928904,-0.030852935411299777,0.02637133362798926,0.10887214165018788,47,47,4,1.3722789476736283,1.0648228485570208,-0.08250080802219861
2014-12-31,2015-01-09,2015-01-30,2015-02-06,2014-12-31,2015-02-06,0.02217643934195728,-0.032980331112636985,-0.010803891770679704,-0.05151547057814461,48,48,4,1.35745299444378,1.0099679984312455,0.040711578807464906
2015-01-30,2015-02-06,2015-02-27,2015-03-06,2015-01-30,2015-03-06,0.0726774251949085,-0.07168037899999824,0.000997046194910256,0.04111975378465376,48,48,4,1.3588064377866598,1.0514976338571178,-0.040122707589743505
2015-02-27,2015-03-06,2015-03-27,2015-04-03,2015-02-27,2015-04-03,0.25050158291085595,-0.22568331689760712,0.024818266013248824,0.15969106750579165,49,49,4,1.392529657420164,1.219412413487575,-0.13487280149254283
2015-03-27,2015-04-03,2015-04-30,2015-05-08,2015-03-27,2015-05-08,0.0893041872973405,-0.08449974694174396,0.004804440355596545,0.07533675849827226,49,49,4,1.3992199831026384,1.3112789919922838,-0.07053231814267572
2015-04-30,2015-05-08,2015-05-29,2015-06-05,2015-04-30,2015-06-05,0.2753340508777697,-0.24300211130127988,0.032331939576489804,0.11838663116590675,51,51,4,1.44445947905053,1.4665168943728764,-0.08605469158941695
2015-05-29,2015-06-05,2015-06-26,2015-07-03,2015-05-29,2015-07-03,-0.31845257900162105,0.26600912175253416,-0.05244345724908689,-0.2050055527102942,52,52,4,1.3687070301129054,1.1658727878829807,0.1525620954612073
2015-06-26,2015-07-03,2015-07-31,2015-08-07,2015-06-26,2015-08-07,0.006124832214968382,-0.035429673321374866,-0.029304841106406486,0.0055159643002791635,53,53,4,1.3285972880742252,1.17230370055961,-0.03482080540668565
2015-07-31,2015-08-07,2015-08-28,2015-09-02,2015-07-31,2015-09-02,-0.1852805390553632,0.19259072082522616,0.00731018176986295,-0.11012258701677449,54,54,4,1.3383095757489947,1.0432065842846476,0.11743276878663744
