signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,fund_code,style,side,weight,alpha
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,400001.OF,Alpha,short,-0.014705882352941176,-0.00354869477662574
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,460002.OF,Alpha,short,-0.014705882352941176,-0.0037232282653723928
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,213001.OF,Alpha,short,-0.014705882352941176,-0.003911953207697925
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,213002.OF,Alpha,short,-0.014705882352941176,-0.004068002656489128
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,519993.OF,Alpha,short,-0.014705882352941176,-0.004558054700406231
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,410001.OF,Alpha,short,-0.014705882352941176,-0.004953216462315884
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,200006.OF,Large Value,long,0.25,0.0013143368230488822
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,110029.OF,Large Value,short,-0.25,-0.0018505597490254156
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,340007.OF,Small Growth,long,0.125,0.002481104263384893
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,020009.OF,Small Growth,long,0.125,-0.000518622925748863
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,202007.OF,Small Growth,short,-0.125,-0.004186029772479817
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,166001.OF,Small Growth,short,-0.125,-0.004210525331861752
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,002031.OF,Small Value,long,0.05,0.0039679844144263005
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,270008.OF,Small Value,long,0.05,0.002315247262339831
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,202011.OF,Small Value,long,0.05,0.0023093158150736927
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,240011.OF,Small Value,long,0.05,0.002223432531159471
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,000031.OF,Small Value,long,0.05,0.0019365488504663405
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,570001.OF,Small Value,short,-0.05,-0.002695224302256701
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,202001.OF,Small Value,short,-0.05,-0.0028551350563459188
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,420003.OF,Small Value,short,-0.05,-0.0037838672088096937
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,420001.OF,Small Value,short,-0.05,-0.003845714584772868
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,410003.OF,Small Value,short,-0.05,-0.004129537308921646
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,519089.OF,Alpha,long,0.014705882352941176,0.004974659553618483
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,550003.OF,Alpha,long,0.014705882352941176,0.003246264813587985
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,090007.OF,Alpha,long,0.014705882352941176,0.0031809336832147616
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,180013.OF,Alpha,long,0.014705882352941176,0.0026075143197798823
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,340007.OF,Alpha,long,0.014705882352941176,0.002445734772988776
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,660001.OF,Alpha,long,0.014705882352941176,0.0023880738019400865
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,519069.OF,Alpha,long,0.014705882352941176,0.002104197776403454
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,070013.OF,Alpha,long,0.014705882352941176,0.0017507071900263406
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,110011.OF,Alpha,long,0.014705882352941176,0.001662016397098176
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,217010.OF,Alpha,long,0.014705882352941176,0.0016442177098154845
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,460005.OF,Alpha,long,0.014705882352941176,0.0015942879421089393
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,110013.OF,Alpha,long,0.014705882352941176,0.0014932302490919833
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,481008.OF,Alpha,long,0.014705882352941176,0.0012489647803612918
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,530006.OF,Alpha,long,0.014705882352941176,0.0010363373647256859
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,450004.OF,Alpha,long,0.014705882352941176,0.0009696445014279895
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,050010.OF,Alpha,long,0.014705882352941176,0.0009224459313054863
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,163805.OF,Alpha,long,0.014705882352941176,0.0008368646767382043
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,213008.OF,Alpha,short,-0.014705882352941176,-0.0029157891187043313
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,580002.OF,Alpha,short,-0.014705882352941176,-0.002932680568707077
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,260108.OF,Alpha,short,-0.014705882352941176,-0.003116475979825644
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,571002.OF,Alpha,short,-0.014705882352941176,-0.003139271584834011
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,070017.OF,Alpha,short,-0.014705882352941176,-0.0031822372551188424
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,070003.OF,Alpha,short,-0.014705882352941176,-0.0031881213208756537
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,290004.OF,Alpha,short,-0.014705882352941176,-0.0032145120914750295
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,400001.OF,Alpha,short,-0.014705882352941176,-0.003221244497756356
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,519185.OF,Alpha,short,-0.014705882352941176,-0.0032273947904376495
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,257040.OF,Alpha,short,-0.014705882352941176,-0.00323915476757031
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,163503.OF,Alpha,short,-0.014705882352941176,-0.00333843032890207
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,217009.OF,Alpha,short,-0.014705882352941176,-0.003387074092813321
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,460002.OF,Alpha,short,-0.014705882352941176,-0.0036455546642414813
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,213001.OF,Alpha,short,-0.014705882352941176,-0.0039048834924221114
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,213002.OF,Alpha,short,-0.014705882352941176,-0.004113976914217666
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,519993.OF,Alpha,short,-0.014705882352941176,-0.004385246946316964
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,410001.OF,Alpha,short,-0.014705882352941176,-0.004790922422007418
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,200006.OF,Large Value,long,0.25,0.001576773835486769
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,110029.OF,Large Value,short,-0.25,-0.0016869070401385126
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,020009.OF,Small Growth,long,0.25,-0.0002190196986419714
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,202007.OF,Small Growth,short,-0.25,-0.0037927607790232327
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,002031.OF,Small Value,long,0.05,0.0033894307675778976
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,202011.OF,Small Value,long,0.05,0.00234771786657192
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,270008.OF,Small Value,long,0.05,0.002308305530908831
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,240011.OF,Small Value,long,0.05,0.0020091371952386475
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,310368.OF,Small Value,long,0.05,0.001893738957179679
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,570001.OF,Small Value,short,-0.05,-0.0024597441555353327
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,519025.OF,Small Value,short,-0.05,-0.0027141759854894198
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,420001.OF,Small Value,short,-0.05,-0.0035538501065061454
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,410003.OF,Small Value,short,-0.05,-0.003633929006547583
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,420003.OF,Small Value,short,-0.05,-0.0038286647441790646
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519089.OF,Alpha,long,0.013888888888888888,0.004529316770642453
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,090007.OF,Alpha,long,0.013888888888888888,0.002732965334003561
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,550003.OF,Alpha,long,0.013888888888888888,0.0024851163145705154
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,180013.OF,Alpha,long,0.013888888888888888,0.0024486892046393597
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,660001.OF,Alpha,long,0.013888888888888888,0.0018255052443318788
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,340007.OF,Alpha,long,0.013888888888888888,0.0017561349419927413
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519069.OF,Alpha,long,0.013888888888888888,0.001702850144488419
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,070013.OF,Alpha,long,0.013888888888888888,0.0014353598374807748
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,217010.OF,Alpha,long,0.013888888888888888,0.0013802892561111915
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,460005.OF,Alpha,long,0.013888888888888888,0.0012689190444729501
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,110011.OF,Alpha,long,0.013888888888888888,0.0010246471650915022
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,530006.OF,Alpha,long,0.013888888888888888,0.0009850418994456329
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,110013.OF,Alpha,long,0.013888888888888888,0.0009384266874343027
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519690.OF,Alpha,long,0.013888888888888888,0.0008380581947172507
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,050010.OF,Alpha,long,0.013888888888888888,0.0008194712248742348
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,163805.OF,Alpha,long,0.013888888888888888,0.0007065947225421001
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,070001.OF,Alpha,long,0.013888888888888888,0.0006865245530774341
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519692.OF,Alpha,long,0.013888888888888888,0.0006540452615728867
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,580002.OF,Alpha,short,-0.013888888888888888,-0.003064593041020116
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,070003.OF,Alpha,short,-0.013888888888888888,-0.003067407207092299
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,213008.OF,Alpha,short,-0.013888888888888888,-0.003103655618157529
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519005.OF,Alpha,short,-0.013888888888888888,-0.0031592216206800207
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,070017.OF,Alpha,short,-0.013888888888888888,-0.0031698624433743727
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,571002.OF,Alpha,short,-0.013888888888888888,-0.0031741168694033556
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,260108.OF,Alpha,short,-0.013888888888888888,-0.0032930487318813947
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,257040.OF,Alpha,short,-0.013888888888888888,-0.0033113907532699325
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,163503.OF,Alpha,short,-0.013888888888888888,-0.0034670790478219535
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519113.OF,Alpha,short,-0.013888888888888888,-0.00349077455692392
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,290004.OF,Alpha,short,-0.013888888888888888,-0.0035707416035982162
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,217009.OF,Alpha,short,-0.013888888888888888,-0.003682841043075878
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,460002.OF,Alpha,short,-0.013888888888888888,-0.0037946986407649225
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,270021.OF,Alpha,short,-0.013888888888888888,-0.0038046023283189578
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,213002.OF,Alpha,short,-0.013888888888888888,-0.003852770360228183
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,213001.OF,Alpha,short,-0.013888888888888888,-0.003872570824872607
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519993.OF,Alpha,short,-0.013888888888888888,-0.004378807325216283
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,410001.OF,Alpha,short,-0.013888888888888888,-0.004620840343390297
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,200006.OF,Large Value,long,0.25,0.0014294630930064246
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,202005.OF,Large Value,short,-0.25,-0.0018264508737978052
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,070099.OF,Small Growth,long,0.25,-0.0005176018942541313
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,166001.OF,Small Growth,short,-0.25,-0.0038561267177374984
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,002031.OF,Small Value,long,0.05,0.002756688504346137
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,202011.OF,Small Value,long,0.05,0.0020375613007403786
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,270008.OF,Small Value,long,0.05,0.001661198190446126
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,240011.OF,Small Value,long,0.05,0.001657964969236251
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,000031.OF,Small Value,long,0.05,0.0013435426740106937
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,519025.OF,Small Value,short,-0.05,-0.003475587006941051
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,420001.OF,Small Value,short,-0.05,-0.0038142283199530114
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,310388.OF,Small Value,short,-0.05,-0.003978066419924072
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,410003.OF,Small Value,short,-0.05,-0.004162563250375262
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,420003.OF,Small Value,short,-0.05,-0.004493936765575809
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519089.OF,Alpha,long,0.013888888888888888,0.0043423582255365115
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,180013.OF,Alpha,long,0.013888888888888888,0.003003815956168488
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,090007.OF,Alpha,long,0.013888888888888888,0.00250217070349316
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,550003.OF,Alpha,long,0.013888888888888888,0.002437124761400253
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,660001.OF,Alpha,long,0.013888888888888888,0.001503366813096589
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,340007.OF,Alpha,long,0.013888888888888888,0.0014970791645561885
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,200006.OF,Alpha,long,0.013888888888888888,0.0014574908977970469
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,070013.OF,Alpha,long,0.013888888888888888,0.0013500629956411105
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519069.OF,Alpha,long,0.013888888888888888,0.001295698242003042
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,460005.OF,Alpha,long,0.013888888888888888,0.0012687662889185598
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,217010.OF,Alpha,long,0.013888888888888888,0.0011601484414423934
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,050010.OF,Alpha,long,0.013888888888888888,0.001095853115315682
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,530006.OF,Alpha,long,0.013888888888888888,0.0010409321933063966
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,450004.OF,Alpha,long,0.013888888888888888,0.0009459491976938651
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519690.OF,Alpha,long,0.013888888888888888,0.0008805419827742653
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,163805.OF,Alpha,long,0.013888888888888888,0.0008002207217493043
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519091.OF,Alpha,long,0.013888888888888888,0.0007990777738533633
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,110011.OF,Alpha,long,0.013888888888888888,0.0007765306312950967
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,070003.OF,Alpha,short,-0.013888888888888888,-0.002894326461922539
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,161903.OF,Alpha,short,-0.013888888888888888,-0.002921393627649051
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,378010.OF,Alpha,short,-0.013888888888888888,-0.0029748033203686602
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,290002.OF,Alpha,short,-0.013888888888888888,-0.003032999341653551
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519005.OF,Alpha,short,-0.013888888888888888,-0.003095822355378109
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,260108.OF,Alpha,short,-0.013888888888888888,-0.0031815101592140593
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,213006.OF,Alpha,short,-0.013888888888888888,-0.003292415126801314
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,163503.OF,Alpha,short,-0.013888888888888888,-0.0033065920069934793
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519113.OF,Alpha,short,-0.013888888888888888,-0.003449081308232187
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,460002.OF,Alpha,short,-0.013888888888888888,-0.0034528615073640204
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,213002.OF,Alpha,short,-0.013888888888888888,-0.003604173574024879
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,217009.OF,Alpha,short,-0.013888888888888888,-0.003643633651034287
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,166001.OF,Alpha,short,-0.013888888888888888,-0.0037340263540908405
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,290004.OF,Alpha,short,-0.013888888888888888,-0.0038502002182703057
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,270021.OF,Alpha,short,-0.013888888888888888,-0.003939603677474733
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,410001.OF,Alpha,short,-0.013888888888888888,-0.004095201461759194
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519993.OF,Alpha,short,-0.013888888888888888,-0.004134661431955351
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,400011.OF,Alpha,short,-0.013888888888888888,-0.0048093011808396586
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519692.OF,Large Value,long,0.25,0.0006447396287584225
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,202005.OF,Large Value,short,-0.25,-0.001650669253136213
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,070099.OF,Small Growth,long,0.25,-0.000288904305860662
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,202007.OF,Small Growth,short,-0.25,-0.003428314679133189
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,002031.OF,Small Value,long,0.041666666666666664,0.00256021232020632
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,202011.OF,Small Value,long,0.041666666666666664,0.001988227082761981
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,240011.OF,Small Value,long,0.041666666666666664,0.0017068503275757365
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,270008.OF,Small Value,long,0.041666666666666664,0.0016999396702477834
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,000031.OF,Small Value,long,0.041666666666666664,0.001058744406972435
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519668.OF,Small Value,long,0.041666666666666664,0.0010227571208695795
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,519025.OF,Small Value,short,-0.041666666666666664,-0.003199220250070273
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,070017.OF,Small Value,short,-0.041666666666666664,-0.003224685769239177
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,420001.OF,Small Value,short,-0.041666666666666664,-0.003532126258780934
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,410003.OF,Small Value,short,-0.041666666666666664,-0.004125569238298773
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,310388.OF,Small Value,short,-0.041666666666666664,-0.00423655319456717
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,420003.OF,Small Value,short,-0.041666666666666664,-0.0045135682350218274
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,519089.OF,Alpha,long,0.013888888888888888,0.00434170186906675
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,090007.OF,Alpha,long,0.013888888888888888,0.002829454658151554
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,180013.OF,Alpha,long,0.013888888888888888,0.0027652724215971106
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,550003.OF,Alpha,long,0.013888888888888888,0.0025444118686928532
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,660001.OF,Alpha,long,0.013888888888888888,0.0018469160501628562
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,460005.OF,Alpha,long,0.013888888888888888,0.0016214044113392802
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,519069.OF,Alpha,long,0.013888888888888888,0.0015467163685036686
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,200006.OF,Alpha,long,0.013888888888888888,0.0015352959459933948
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,340007.OF,Alpha,long,0.013888888888888888,0.0014466590204981781
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,217010.OF,Alpha,long,0.013888888888888888,0.0013420426213402816
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,070013.OF,Alpha,long,0.013888888888888888,0.0013343181546365689
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,530006.OF,Alpha,long,0.013888888888888888,0.0012843673595392333
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,050010.OF,Alpha,long,0.013888888888888888,0.0012156836938868143
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,110011.OF,Alpha,long,0.013888888888888888,0.0012104860503912448
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,519690.OF,Alpha,long,0.013888888888888888,0.0011147022232391684
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,450004.OF,Alpha,long,0.013888888888888888,0.0010895474885311233
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,163805.OF,Alpha,long,0.013888888888888888,0.0008899968833413436
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,110013.OF,Alpha,long,0.013888888888888888,0.0008897414028562926
