stock,2000/1/7,2000/1/14,2000/1/21,2000/1/28,2000/2/18,2000/2/25,2000/3/3,2000/3/10,2000/3/17,2000/3/24,2000/3/31,2000/4/7,2000/4/14,2000/4/21,2000/4/28,2000/5/12,2000/5/19,2000/5/26,2000/6/2,2000/6/9,2000/6/16,2000/6/23,2000/6/30,2000/7/7,2000/7/14,2000/7/21,2000/7/28,2000/8/4,2000/8/11,2000/8/18,2000/8/25,2000/9/1,2000/9/8,2000/9/15,2000/9/22,2000/9/29,2000/10/13,2000/10/20,2000/10/27,2000/11/3,2000/11/10,2000/11/17,2000/11/24,2000/12/1,2000/12/8,2000/12/15,2000/12/22,2000/12/29,2001/1/5,2001/1/12,2001/1/19,2001/2/9,2001/2/16,2001/2/23,2001/3/2,2001/3/9,2001/3/16,2001/3/23,2001/3/30,2001/4/6,2001/4/13,2001/4/20,2001/4/27,2001/4/30,2001/5/11,2001/5/18,2001/5/25,2001/6/1,2001/6/8,2001/6/15,2001/6/22,2001/6/29,2001/7/6,2001/7/13,2001/7/20,2001/7/27,2001/8/3,2001/8/10,2001/8/17,2001/8/24,2001/8/31,2001/9/7,2001/9/14,2001/9/21,2001/9/28,2001/10/12,2001/10/19,2001/10/26,2001/11/2,2001/11/9,2001/11/16,2001/11/23,2001/11/30,2001/12/7,2001/12/14,2001/12/21,2001/12/28,2002/1/4,2002/1/11,2002/1/18,2002/1/25,2002/2/1,2002/2/8,2002/3/1,2002/3/8,2002/3/15,2002/3/22,2002/3/29,2002/4/5,2002/4/12,2002/4/19,2002/4/26,2002/4/30,2002/5/10,2002/5/17,2002/5/24,2002/5/31,2002/6/7,2002/6/14,2002/6/21,2002/6/28,2002/7/5,2002/7/12,2002/7/19,2002/7/26,2002/8/2,2002/8/9,2002/8/16,2002/8/23,2002/8/30,2002/9/6,2002/9/13,2002/9/20,2002/9/27,2002/10/11,2002/10/18,2002/10/25,2002/11/1,2002/11/8,2002/11/15,2002/11/22,2002/11/29,2002/12/6,2002/12/13,2002/12/20,2002/12/27,2003/1/3,2003/1/10,2003/1/17,2003/1/24,2003/1/29,2003/2/14,2003/2/21,2003/2/28,2003/3/7,2003/3/14,2003/3/21,2003/3/28,2003/4/4,2003/4/11,2003/4/18,2003/4/25,2003/4/30,2003/5/16,2003/5/23,2003/5/30,2003/6/6,2003/6/13,2003/6/20,2003/6/27,2003/7/4,2003/7/11,2003/7/18,2003/7/25,2003/8/1,2003/8/8,2003/8/15,2003/8/22,2003/8/29,2003/9/5,2003/9/12,2003/9/19,2003/9/26,2003/9/30,2003/10/10,2003/10/17,2003/10/24,2003/10/31,2003/11/7,2003/11/14,2003/11/21,2003/11/28,2003/12/5,2003/12/12,2003/12/19,2003/12/26,2004/1/2,2004/1/9,2004/1/16,2004/1/30,2004/2/6,2004/2/13,2004/2/20,2004/2/27,2004/3/5,2004/3/12,2004/3/19,2004/3/26,2004/4/2,2004/4/9,2004/4/16,2004/4/23,2004/4/30,2004/5/14,2004/5/21,2004/5/28,2004/6/4,2004/6/11,2004/6/18,2004/6/25,2004/7/2,2004/7/9,2004/7/16,2004/7/23,2004/7/30,2004/8/6,2004/8/13,2004/8/20,2004/8/27,2004/9/3,2004/9/10,2004/9/17,2004/9/24,2004/9/30,2004/10/8,2004/10/15,2004/10/22,2004/10/29,2004/11/5,2004/11/12,2004/11/19,2004/11/26,2004/12/3,2004/12/10,2004/12/17,2004/12/24,2004/12/31,2005/1/7,2005/1/14,2005/1/21,2005/1/28,2005/2/4,2005/2/18,2005/2/25,2005/3/4,2005/3/11,2005/3/18,2005/3/25,2005/4/1,2005/4/8,2005/4/15,2005/4/22,2005/4/29,2005/5/13,2005/5/20,2005/5/27,2005/6/3,2005/6/10,2005/6/17,2005/6/24,2005/7/1,2005/7/8,2005/7/15,2005/7/22,2005/7/29,2005/8/5,2005/8/12,2005/8/19,2005/8/26,2005/9/2,2005/9/9,2005/9/16,2005/9/23,2005/9/30,2005/10/14,2005/10/21,2005/10/28,2005/11/4,2005/11/11,2005/11/18,2005/11/25,2005/12/2,2005/12/9,2005/12/16,2005/12/23,2005/12/30,2006/1/6,2006/1/13,2006/1/20,2006/1/25,2006/2/10,2006/2/17,2006/2/24,2006/3/3,2006/3/10,2006/3/17,2006/3/24,2006/3/31,2006/4/7,2006/4/14,2006/4/21,2006/4/28,2006/5/12,2006/5/19,2006/5/26,2006/6/2,2006/6/9,2006/6/16,2006/6/23,2006/6/30,2006/7/7,2006/7/14,2006/7/21,2006/7/28,2006/8/4,2006/8/11,2006/8/18,2006/8/25,2006/9/1,2006/9/8,2006/9/15,2006/9/22,2006/9/29,2006/10/13,2006/10/20,2006/10/27,2006/11/3,2006/11/10,2006/11/17,2006/11/24,2006/12/1,2006/12/8,2006/12/15,2006/12/22,2006/12/29,2007/1/5,2007/1/12,2007/1/19,2007/1/26,2007/2/2,2007/2/9,2007/2/16,2007/3/2,2007/3/9,2007/3/16,2007/3/23,2007/3/30,2007/4/6,2007/4/13,2007/4/20,2007/4/27,2007/4/30,2007/5/11,2007/5/18,2007/5/25,2007/6/1,2007/6/8,2007/6/15,2007/6/22,2007/6/29,2007/7/6,2007/7/13,2007/7/20,2007/7/27,2007/8/3,2007/8/10,2007/8/17,2007/8/24,2007/8/31,2007/9/7,2007/9/14,2007/9/21,2007/9/28,2007/10/12,2007/10/19,2007/10/26,2007/11/2,2007/11/9,2007/11/16,2007/11/23,2007/11/30,2007/12/7,2007/12/14,2007/12/21,2007/12/28,2008/1/4,2008/1/11,2008/1/18,2008/1/25,2008/2/1,2008/2/5,2008/2/15,2008/2/22,2008/2/29,2008/3/7,2008/3/14,2008/3/21,2008/3/28,2008/4/3,2008/4/11,2008/4/18,2008/4/25,2008/4/30,2008/5/9,2008/5/16,2008/5/23,2008/5/30,2008/6/6,2008/6/13,2008/6/20,2008/6/27,2008/7/4,2008/7/11,2008/7/18,2008/7/25,2008/8/1,2008/8/8,2008/8/15,2008/8/22,2008/8/29,2008/9/5,2008/9/12,2008/9/19,2008/9/26,2008/10/10,2008/10/17,2008/10/24,2008/10/31,2008/11/7,2008/11/14,2008/11/21,2008/11/28,2008/12/5,2008/12/12,2008/12/19,2008/12/26,2008/12/31,2009/1/9,2009/1/16,2009/1/23,2009/2/6,2009/2/13,2009/2/20,2009/2/27,2009/3/6,2009/3/13,2009/3/20,2009/3/27,2009/4/3,2009/4/10,2009/4/17,2009/4/24,2009/4/30,2009/5/8,2009/5/15,2009/5/22,2009/5/27,2009/6/5,2009/6/12,2009/6/19,2009/6/26,2009/7/3,2009/7/10,2009/7/17,2009/7/24,2009/7/31,2009/8/7,2009/8/14,2009/8/21,2009/8/28,2009/9/4,2009/9/11,2009/9/18,2009/9/25,2009/9/30,2009/10/9,2009/10/16,2009/10/23,2009/10/30,2009/11/6,2009/11/13,2009/11/20,2009/11/27,2009/12/4,2009/12/11,2009/12/18,2009/12/25,2009/12/31,2010/1/8,2010/1/15,2010/1/22,2010/1/29,2010/2/5,2010/2/12,2010/2/26,2010/3/5,2010/3/12,2010/3/19,2010/3/26,2010/4/2,2010/4/9,2010/4/16,2010/4/23,2010/4/30,2010/5/7,2010/5/14,2010/5/21,2010/5/28,2010/6/4,2010/6/11,2010/6/18,2010/6/25,2010/7/2,2010/7/9,2010/7/16,2010/7/23,2010/7/30,2010/8/6,2010/8/13,2010/8/20,2010/8/27,2010/9/3,2010/9/10,2010/9/17,2010/9/21,2010/9/30,2010/10/8,2010/10/15,2010/10/22,2010/10/29,2010/11/5,2010/11/12,2010/11/19,2010/11/26,2010/12/3,2010/12/10,2010/12/17,2010/12/24,2010/12/31,2011/1/7,2011/1/14,2011/1/21,2011/1/28,2011/2/1,2011/2/11,2011/2/18,2011/2/25,2011/3/4,2011/3/11,2011/3/18,2011/3/25,2011/4/1,2011/4/8,2011/4/15,2011/4/22,2011/4/29,2011/5/6,2011/5/13,2011/5/20,2011/5/27,2011/6/3,2011/6/10,2011/6/17,2011/6/24,2011/7/1,2011/7/8,2011/7/15,2011/7/22,2011/7/29,2011/8/5,2011/8/12,2011/8/19,2011/8/26,2011/9/2,2011/9/9,2011/9/16,2011/9/23,2011/9/30,2011/10/14,2011/10/21,2011/10/28,2011/11/4,2011/11/11,2011/11/18,2011/11/25,2011/12/2,2011/12/9,2011/12/16,2011/12/23,2011/12/30,2012/1/6,2012/1/13,2012/1/20,2012/2/3,2012/2/10,2012/2/17,2012/2/24,2012/3/2,2012/3/9,2012/3/16,2012/3/23,2012/3/30,2012/4/6,2012/4/13,2012/4/20,2012/4/27,2012/5/4,2012/5/11,2012/5/18,2012/5/25,2012/6/1,2012/6/8,2012/6/15,2012/6/21,2012/6/29,2012/7/6,2012/7/13,2012/7/20,2012/7/27,2012/8/3,2012/8/10,2012/8/17,2012/8/24,2012/8/31,2012/9/7,2012/9/14,2012/9/21,2012/9/28,2012/10/12,2012/10/19,2012/10/26,2012/11/2,2012/11/9,2012/11/16,2012/11/23,2012/11/30,2012/12/7,2012/12/14,2012/12/21,2012/12/28,2013/1/4,2013/1/11,2013/1/18,2013/1/25,2013/2/1,2013/2/8,2013/2/22,2013/3/1,2013/3/8,2013/3/15,2013/3/22,2013/3/29,2013/4/3,2013/4/12,2013/4/19,2013/4/26,2013/5/3,2013/5/10,2013/5/17,2013/5/24,2013/5/31,2013/6/7,2013/6/14,2013/6/21,2013/6/28,2013/7/5,2013/7/12,2013/7/19,2013/7/26,2013/8/2,2013/8/9,2013/8/16,2013/8/23,2013/8/30,2013/9/6,2013/9/13,2013/9/18,2013/9/27,2013/9/30,2013/10/11,2013/10/18,2013/10/25,2013/11/1,2013/11/8,2013/11/15,2013/11/22,2013/11/29,2013/12/6,2013/12/13,2013/12/20,2013/12/27,2014/1/3,2014/1/10,2014/1/17,2014/1/24,2014/1/30,2014/2/7,2014/2/14,2014/2/21,2014/2/28,2014/3/7,2014/3/14,2014/3/21,2014/3/28,2014/4/4,2014/4/11,2014/4/18,2014/4/25,2014/4/30,2014/5/9,2014/5/16,2014/5/23,2014/5/30,2014/6/6,2014/6/13,2014/6/20,2014/6/27,2014/7/4,2014/7/11,2014/7/18,2014/7/25,2014/8/1,2014/8/8,2014/8/15,2014/8/22,2014/8/29,2014/9/5,2014/9/12,2014/9/19,2014/9/26,2014/9/30,2014/10/10,2014/10/17,2014/10/24,2014/10/31,2014/11/7,2014/11/14,2014/11/21,2014/11/28,2014/12/5,2014/12/12,2014/12/19,2014/12/26,2014/12/31,2015/1/9,2015/1/16,2015/1/23,2015/1/30,2015/2/6,2015/2/13,2015/2/17,2015/2/27,2015/3/6,2015/3/13,2015/3/20,2015/3/27,2015/4/3,2015/4/10,2015/4/17,2015/4/24,2015/4/30,2015/5/8,2015/5/15,2015/5/22,2015/5/29,2015/6/5,2015/6/12,2015/6/19,2015/6/26,2015/7/3,2015/7/10,2015/7/17,2015/7/24,2015/7/31,2015/8/7,2015/8/14,2015/8/21,2015/8/28,2015/9/2,2015/9/11,2015/9/18,2015/9/25,2015/9/30,2015/10/9,2015/10/16,2015/10/23,2015/10/30,2015/11/6,2015/11/13,2015/11/20,2015/11/27,2015/12/4,2015/12/11,2015/12/18,2015/12/25,2015/12/31,2016/1/8,2016/1/15,2016/1/22,2016/1/29,2016/2/5,2016/2/19,2016/2/26,2016/3/4,2016/3/11,2016/3/18,2016/3/25,2016/4/1,2016/4/8,2016/4/15,2016/4/22,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/3,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/8,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26,2016/9/2,2016/9/9,2016/9/14,2016/9/23,2016/9/30,2016/10/14,2016/10/21,2016/10/28,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/26,2017/2/3,2017/2/10,2017/2/17,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/2
000001.SZ,423.2679,387.3096,389.0425,400.7398,398.7902,391.8585,402.4727,412.4371,393.5915,400.7398,397.9238,409.621,422.1848,407.4549,412.8703,390.3422,388.3927,396.8407,394.2413,397.4905,400.5232,394.6745,392.725,388.6093,389.0425,386.4431,400.0899,395.3244,396.1908,400.3066,392.0751,384.277,367.1643,369.1138,352.2178,367.3809,372.3631,369.3305,378.4283,383.4105,378.5387,382.6797,385.6028,377.3208,369.7695,371.7182,356.8592,353.6925,345.8977,360.5131,364.8977,350.5259,345.6541,343.9489,366.6028,394.6156,403.3849,391.9361,395.1028,397.2951,410.449,394.6156,381.2182,378.2951,381.949,374.8849,379.0259,397.0515,383.1669,384.6285,379.5131,372.9361,377.5643,368.0643,370.2566,365.1413,336.3977,327.3848,321.7823,317.154,309.6028,309.1156,301.8079,307.8976,310.5771,307.4105,309.8464,338.59,331.2823,324.4617,322.7566,329.8207,326.8976,321.2951,309.6028,300.3463,296.2053,294.9874,280.6156,248.2181,248.7053,252.8463,259.6668,248.2181,277.9361,276.7181,279.6412,268.6797,271.6027,270.6284,255.2822,263.0771,280.1284,280.6156,275.2566,266.4874,271.8463,278.4233,272.0899,290.1156,365.3849,363.1925,346.3848,365.1413,364.0354,373.6347,365.5122,363.2969,382.2494,379.0497,370.4349,370.1888,349.5133,338.9295,317.5156,327.3611,320.9615,317.7618,326.8688,312.1006,290.4406,297.8247,286.5025,273.4573,278.6261,258.9352,246.6284,259.1814,280.3491,279.8568,286.2563,278.8722,268.7807,277.3954,271.9804,267.7961,275.9186,285.2718,298.317,303.732,317.2695,292.6559,305.9472,310.1315,309.8854,308.9009,296.3479,298.8093,282.072,273.4573,275.6725,278.38,268.5345,258.4429,265.827,263.6118,265.5809,264.5964,254.2586,251.305,245.3977,233.3371,229.8912,229.3908,235.1444,225.1382,222.1364,203.625,197.3712,195.8703,202.1241,209.6287,215.1321,226.1388,210.8795,219.1345,216.1327,225.8887,232.1425,232.1425,262.9114,256.4074,278.1708,259.1591,266.9139,266.6637,279.4216,271.4166,268.4148,256.1573,243.8998,234.6441,233.3933,228.1401,229.641,231.3921,240.8979,227.1395,227.6398,221.8862,217.3835,211.3798,214.8819,203.625,202.8746,202.6244,200.8733,204.1253,199.1223,199.6226,201.8739,213.1309,214.8819,204.1253,205.1259,197.3712,171.1051,179.3601,174.1069,175.3577,185.3638,179.6103,175.6078,173.6066,172.8561,170.6047,164.8512,162.85,162.5998,160.3485,154.3448,165.1014,165.1014,166.102,159.0977,153.094,148.3411,135.0829,140.086,169.8543,165.8518,149.5918,155.0952,150.5925,155.3454,153.8445,145.8395,164.6011,159.3478,157.3466,144.8389,136.5839,141.5869,148.8414,148.3411,155.5955,155.0952,149.3417,153.8445,156.5961,156.346,157.5968,146.3399,144.0885,144.0885,158.5974,139.5857,142.5875,138.5851,144.5888,147.0903,145.8395,147.0903,150.3423,153.3442,153.5943,160.3485,155.3454,155.8457,158.8475,155.3454,156.0958,175.858,163.6004,154.5949,155.0952,157.8469,159.3478,161.8494,171.3552,171.1051,197.121,213.6312,207.8776,219.6349,219.6349,219.6349,177.8592,182.362,189.1161,192.8684,192.8684,180.1106,174.1069,166.8524,170.6047,173.3564,174.8574,176.6084,180.861,190.8672,187.365,204.1253,225.8887,226.8893,244.4001,239.6471,258.1585,257.1579,317.1948,310.6908,328.7018,333.955,325.4498,361.9722,326.7006,388.2384,424.0103,457.0306,438.7694,460.0325,520.3195,455.0294,474.2912,451.5272,484.7977,472.29,489.5506,587.1105,565.3471,649.1486,649.1486,696.6777,696.6777,731.4491,717.6906,717.6906,717.6906,974.3638,757.4715,743.434,780.3167,838.9437,931.7009,1076.4793,1073.4516,960.0511,1089.9662,1045.9272,1021.1552,1001.3377,995.2823,1100.4255,1084.7366,1095.7464,1227.0378,1252.085,1164.2821,1062.4418,1018.1276,993.0804,1095.4711,1026.6601,1011.5217,1062.4418,1056.1112,1213.2756,1125.748,1048.4044,950.968,1026.6601,992.5299,887.3867,912.4339,817.4747,685.6328,779.7663,799.3086,805.3639,784.4454,629.2078,769.307,815.2727,718.1116,763.8021,701.8722,694.4406,681.2289,582.9668,578.0124,535.0743,523.7893,575.26,533.6981,580.2144,602.2339,550.488,539.4782,547.7356,555.9929,502.0451,440.1152,402.682,412.5908,331.669,355.0648,331.1185,300.5293,315.6096,381.3167,367.3136,322.7907,370.186,367.3136,378.0853,349.0018,339.6663,353.6695,381.3167,417.9404,473.594,488.6743,489.3924,495.4963,538.2239,532.12,550.4318,587.7736,601.4177,596.3909,570.1798,550.4318,585.9783,652.7626,628.3468,613.9846,640.5547,718.1106,718.1106,792.4351,775.5595,847.3706,817.928,842.7028,815.0556,940.0068,844.8572,815.0556,792.4351,687.95,744.3217,782.7406,736.0634,723.4965,718.4697,755.8114,765.1469,819.0052,807.1564,901.2289,912.0005,919.5407,837.6761,908.41,897.2792,859.2194,835.8808,875.0178,811.465,769.4556,828.6997,779.15,789.9217,806.0792,806.0792,835.5217,822.9548,827.2635,819.0052,841.2666,813.6194,790.2808,723.8555,738.2177,655.635,658.8665,639.8366,649.172,621.1657,615.7799,621.8838,650.2492,628.7059,628.7059,628.7059,628.7059,628.7059,628.7059,628.7059,628.7059,628.7059,637.6822,617.5752,597.8271,596.3909,582.3877,618.2933,687.5909,664.9705,661.0208,679.6917,617.2161,610.7531,599.2633,594.9547,586.6964,587.0554,590.2869,566.9484,589.2098,574.1295,543.9688,545.7641,554.3814,556.5357,573.7704,570.5389,598.9043,576.2838,568.3846,583.824,594.9547,616.498,672.5106,641.2728,653.4807,629.783,634.4508,658.5075,631.9374,599.9814,593.5184,570.5389,610.035,607.8807,629.0649,645.9405,617.9342,622.6019,585.2602,597.4681,596.0318,624.0381,607.8807,591.7232,610.394,596.7499,575.9247,587.4145,575.5657,611.4712,609.6759,594.9547,572.6932,566.9484,572.6932,569.1027,548.6365,553.6633,559.7672,551.1499,566.5893,602.4948,610.035,607.1625,590.646,605.7263,627.6287,605.7263,588.8507,574.8476,564.0759,574.1295,585.2602,595.3137,594.5956,599.9814,575.2066,564.435,560.8444,566.5893,531.7609,544.3279,534.9924,544.3279,543.6098,537.8649,533.1972,529.6066,543.9688,541.4554,540.7373,515.9625,509.4995,510.2176,504.4727,462.4633,471.4396,477.1845,485.8072,467.7206,489.4245,485.4455,473.87,479.6577,463.018,507.1494,549.1105,537.8967,564.3032,578.4108,562.1328,663.0563,692.7184,811.3668,750.5956,691.6332,834.1559,826.9213,803.0469,833.0707,727.8065,739.7437,683.6751,732.1473,676.4404,713.6989,730.3386,737.5733,748.4252,759.2772,706.4642,689.4628,658.6063,582.1192,547.0869,603.7224,550.5902,562.8514,573.3611,575.1127,617.7353,620.0708,619.4869,644.0095,771.2933,746.7707,694.8062,693.6385,740.932,712.3224,784.1385,809.8288,778.2998,780.0514,798.1514,794.0643,775.9643,732.7578,695.3901,686.0482,696.5579,690.1353,670.2837,680.7933,665.6127,664.445,705.3159,677.2901,649.8482,630.5805,602.5547,629.9966,629.4127,629.9966,665.6127,630.5805,656.8546,650.4321,645.1772,658.0224,676.1224,671.4514,664.445,719.0634,699.8789,697.7473,704.1421,687.0892,682.1155,726.1688,760.2746,748.906,751.7481,735.4058,728.3004,751.0376,736.8268,737.5374,719.0634,720.4845,721.9056,719.0634,723.3266,783.7223,775.1958,776.6169,767.3799,883.908,1032.4102,990.4885,1065.8055,1072.9108,1125.4906,1071.4898,1092.0953,1023.1732,989.778,959.9354,991.1991,994.0412,994.0412,954.9617,1065.0949,1088.5426,1071.4898,1126.2011,1406.8632,1455.8798,1387.9445,1436.1012,1363.0062,1328.6086,1399.1237,1317.4294,1401.7036,1419.7623,1258.0934,1184.1385,1123.9427,1277.8721,1188.4382,1150.6008,1062.8869,1084.3854,1086.9652,988.932,931.3159,1018.1699,942.4951,929.596,907.2376,902.0779,937.3355,965.7136,986.3521,976.8928,1065.4667,1052.5676,1079.2257,1008.7106,1042.2483,1017.31,1051.7076,1067.1866,1031.0691,956.2542,899.4981,894.3385,859.9408,853.0613,863.3806,841.8821,894.3385,873.6999,906.3776,910.6773,916.6969,908.9575,935.6156,907.2376,908.9575,904.6578,890.0388,885.7391,883.1592,902.9379,902.9379,898.8258,897.7782,912.4444,915.5871,941.7767,936.5388,963.7759,947.0146,995.2034,996.251,989.9655,989.9655,982.6324,949.1098,958.538,950.1574,952.2525,956.4428,960.6332,954.3477,961.6808,961.6808,1007.7744,1000.4413,1010.917141,969.0138403,951.2049372,953.3001023,956.4428499,959.5855975,965.8710927,977.3945005,970.0614228,977.3945005,983.6799957,995.2034035,984.7275782,984.7275782,975.2993354,962.7283451,960.63318,963.7759276,951.2049372,939.6815294,941.7766945,904.0637234,932.3484517,910.3492186,953.3001023,960.63318
