signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2014-01-30,2014-02-07,2014-02-28,2014-03-07,2014-01-30,2014-03-07,-0.020210436788107678,0.024533586682229658,0.00432314989412198,-0.01549388091620383,43,43,4,1.3491190317362478,0.708466626398371,0.01981703081032581
2014-02-28,2014-03-07,2014-03-28,2014-04-04,2014-02-28,2014-04-04,-0.03057483609047844,0.039322659186373767,0.008747823095895328,0.006931207328658351,43,43,4,1.3609208863611821,0.7133771554713731,0.0018166157672369768
2014-03-28,2014-04-04,2014-04-30,2014-05-09,2014-03-28,2014-05-09,-0.04044646032429608,0.04251245745004855,0.002065997125752471,-0.017988285739932056,45,45,4,1.3637325450007807,0.7005447233584141,0.020054282865684527
2014-04-30,2014-05-09,2014-05-30,2014-06-06,2014-04-30,2014-06-06,0.019283916011273692,-0.03038255515211753,-0.011098639140843837,0.0011071300540122842,46,46,4,1.3485969695991924,0.7013203174758239,-0.01220576919485612
2014-05-30,2014-06-06,2014-06-27,2014-07-04,2014-05-30,2014-07-04,0.043339358543713825,-0.03606632751784581,0.007273031025868015,0.017051955649506744,46,46,4,1.3584053572004788,0.7132792004255196,-0.009778924623638729
2014-06-27,2014-07-04,2014-07-25,2014-08-01,2014-06-27,2014-08-01,0.019778502473296836,-0.009070036104587108,0.010708466368709727,0.055779196866502505,47,47,4,1.3729517952831354,0.7530653413668361,-0.045070730497792776
2014-07-25,2014-08-01,2014-08-29,2014-09-05,2014-07-25,2014-09-05,0.07484320822936436,-0.07017116435747098,0.004672043871893378,0.04196967959074325,46,46,4,1.3793662863046932,0.7846712524548959,-0.03729763571884987
2014-08-29,2014-09-05,2014-09-30,2014-10-10,2014-08-29,2014-10-10,0.023910745853477692,-0.032653023803013,-0.008742277949535308,0.006946093559724576,47,47,4,1.3673074828355993,0.7901216523880739,-0.015688371509259884
2014-09-30,2014-10-10,2014-10-31,2014-11-07,2014-09-30,2014-11-07,-0.0033916394006282082,-0.003461041252808391,-0.0068526806534366,0.01280272631336037,47,47,4,1.3579377613006727,0.8002373636578584,-0.01965540696679697
2014-10-31,2014-11-07,2014-11-28,2014-12-05,2014-10-31,2014-12-05,0.10424868121152885,-0.13415524985486801,-0.029906568643339168,0.19998844375033417,46,46,4,1.3173265024289518,0.9602755886466636,-0.22989501239367333
