signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2012-12-28,2013-01-04,2013-01-25,2013-02-01,2012-12-28,2013-02-01,0.07420310587389303,-0.07040315482280649,0.0037999510510865475,0.06960404523779462,37,37,4,1.1298778112605252,0.8455555417066007,-0.06580409418670807
2013-01-25,2013-02-01,2013-02-22,2013-03-01,2013-01-25,2013-03-01,0.020850987123119218,-0.00792850358622183,0.012922483536897388,-0.020878868738307244,38,38,4,1.1444786386752448,0.8279012985403603,0.03380135227520463
2013-02-22,2013-03-01,2013-03-29,2013-04-03,2013-02-22,2013-04-03,-0.03516069849701869,0.05501923814531231,0.01985853964829362,-0.05490854571812753,39,39,4,1.1672063130980022,0.7824424422393598,0.07476708536642115
2013-03-29,2013-04-03,2013-04-26,2013-05-03,2013-03-29,2013-05-03,0.05402119617690414,-0.020019002621150733,0.0340021935557534,0.003973422795922721,40,40,4,1.2068938880754576,0.7855514168758511,0.03002877075983068
2013-04-26,2013-05-03,2013-05-31,2013-06-07,2013-04-26,2013-06-07,0.02954969666256457,-0.02144564533300813,0.008104051329556439,-0.0019922717703221293,41,41,4,1.216674618093749,0.7839863849638727,0.010096323099878568
2013-05-31,2013-06-07,2013-06-28,2013-07-05,2013-05-31,2013-07-05,0.00449058482335,0.05527420018137384,0.05976478500472384,-0.0828619681347239,40,40,4,1.2893889150648266,0.7190237301149389,0.14262675313944775
2013-06-28,2013-07-05,2013-07-26,2013-08-02,2013-06-28,2013-08-02,0.045001246801657374,-0.025045324295155078,0.019955922506502296,0.008193099963554662,40,40,4,1.3151198603346033,0.7249147634119386,0.011762822542947634
2013-07-26,2013-08-02,2013-08-30,2013-09-06,2013-07-26,2013-09-06,0.031229473416170377,-0.028682979473286824,0.002546493942883553,0.03963278908151002,41,41,4,1.3184688050931113,0.7536451573323167,-0.03708629513862647
2013-08-30,2013-09-06,2013-09-30,2013-10-11,2013-08-30,2013-10-11,0.030664866438022444,-0.032562300550767996,-0.0018974341127455524,0.03799051518817009,42,42,4,1.3159670974057367,0.7822765251284409,-0.039887949300915646
2013-09-30,2013-10-11,2013-10-25,2013-11-01,2013-09-30,2013-11-01,-0.07438897812870734,0.04640360530576254,-0.027985372822944804,-0.02685156333443761,43,43,4,1.2791392675621087,0.7612711774689108,-0.0011338094885071925
2013-10-25,2013-11-01,2013-11-29,2013-12-06,2013-10-25,2013-12-06,0.006396366801437119,-0.019370014312190816,-0.012973647510753698,0.023230938831289905,43,43,4,1.2625441655875942,0.7789562216267152,-0.0362045863420436
2013-11-29,2013-12-06,2013-12-27,2014-01-03,2013-11-29,2014-01-03,0.020002266341607476,0.0324346596296679,0.052436925971275375,-0.05225812082334047,43,43,4,1.3287481005339765,0.7382494332808536,0.10469504679461585
2013-12-27,2014-01-03,2014-01-30,2014-02-07,2013-12-27,2014-02-07,0.05085133799163493,-0.002678480534557784,0.048172857457077146,-0.027182333698474892,43,43,4,1.392757693377362,0.7181820908327035,0.07535519115555203
2014-01-30,2014-02-07,2014-02-28,2014-03-07,2014-01-30,2014-03-07,-0.01835642337314398,0.018075573639278836,-0.0002808497338651454,-0.015323726911306679,43,43,4,1.3923665377498384,0.7071768646001919,0.015042877177441533
2014-02-28,2014-03-07,2014-03-28,2014-04-04,2014-02-28,2014-04-04,-0.03282934831716621,0.01648510148520229,-0.01634424683196392,0.007201603605696105,43,43,4,1.369609355376288,0.7122696720581615,-0.023545850437660026
2014-03-28,2014-04-04,2014-04-30,2014-05-09,2014-03-28,2014-05-09,-0.04109455266768864,0.03791824949516702,-0.0031763031725216204,-0.01789572908390935,43,43,4,1.3652590608356912,0.6995230869723237,0.01471942591138773
2014-04-30,2014-05-09,2014-05-30,2014-06-06,2014-04-30,2014-06-06,0.025091783577959142,-0.029898046053284687,-0.004806262475325545,0.0012244490685913156,44,44,4,1.3586972674424984,0.7003796173646251,-0.006030711543916861
2014-05-30,2014-06-06,2014-06-27,2014-07-04,2014-05-30,2014-07-04,0.035075238569663644,-0.03627803292402246,-0.0012027943543588132,0.01709780112278292,45,45,4,1.357063034039936,0.7123545687727763,-0.018300595477141732
2014-06-27,2014-07-04,2014-07-25,2014-08-01,2014-06-27,2014-08-01,0.03360163925852235,-0.009392973902947176,0.024208665355575178,0.05559588978137597,45,45,4,1.38991571889743,0.7519585548635271,-0.031387224425800796
2014-07-25,2014-08-01,2014-08-29,2014-09-05,2014-07-25,2014-09-05,0.07260388681412507,-0.07442272390682347,-0.0018188370926984082,0.041953928827087594,45,45,4,1.387387688632175,0.7835061705551912,-0.043772765919786
2014-08-29,2014-09-05,2014-09-30,2014-10-10,2014-08-29,2014-10-10,0.024608304884524746,-0.030551424065258147,-0.005943119180733401,0.007067834172123755,46,46,4,1.3791422782487517,0.789043862241511,-0.013010953352857155
2014-09-30,2014-10-10,2014-10-31,2014-11-07,2014-09-30,2014-11-07,0.0032387297511875493,-0.007962393399653319,-0.00472366364846577,0.012913852444189411,47,47,4,1.3726276740029257,0.7992334582504912,-0.01763751609265518
2014-10-31,2014-11-07,2014-11-28,2014-12-05,2014-10-31,2014-12-05,0.10735436059569646,-0.13329564542770705,-0.025941284832010594,0.1962484927372503,47,47,4,1.3370199485433156,0.9560818197773302,-0.2221897775692609
2014-11-28,2014-12-05,2014-12-31,2015-01-09,2014-11-28,2015-01-09,0.05722426903928904,-0.030852935411299777,0.02637133362798926,0.10861001704998952,47,47,4,1.3722789476736283,1.0599218825245311,-0.08223868342200025
2014-12-31,2015-01-09,2015-01-30,2015-02-06,2014-12-31,2015-02-06,0.02217643934195728,-0.032980331112636985,-0.010803891770679704,-0.05103460946330418,48,48,4,1.35745299444378,1.0058291831882815,0.04023071769262448
2015-01-30,2015-02-06,2015-02-27,2015-03-06,2015-01-30,2015-03-06,0.0726774251949085,-0.07168037899999824,0.000997046194910256,0.0411561364618962,48,48,4,1.3588064377866598,1.047225226308936,-0.04015909026698594
2015-02-27,2015-03-06,2015-03-27,2015-04-03,2015-02-27,2015-04-03,0.25050158291085595,-0.22568331689760712,0.024818266013248824,0.15720673792900208,49,49,4,1.392529657420164,1.2118560880139249,-0.13238847191575326
2015-03-27,2015-04-03,2015-04-30,2015-05-08,2015-03-27,2015-05-08,0.0893041872973405,-0.08449974694174396,0.004804440355596545,0.07534908940807128,49,49,4,1.3992199831026384,1.3031683407394017,-0.07054464905247473
