signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,long_return,short_return,strategy_return,benchmark_return,long_count,short_count,style_count,strategy_cumulative,benchmark_cumulative,excess_return
2009-07-31,2009-08-07,2009-08-28,2009-09-04,2009-07-31,2009-09-04,-0.10593141301038489,0.09974965473937093,-0.006181758271013957,-0.106676278739404,20,20,2,0.993818241728986,0.893323721260596,0.10049452046839004
2009-08-28,2009-09-04,2009-09-30,2009-10-09,2009-08-28,2009-10-09,0.02173364434828629,-0.01538367763480776,0.006349966713478528,0.023798840142335465,20,20,2,1.0001289544832128,0.9145837896982332,-0.017448873428856936
2009-09-30,2009-10-09,2009-10-30,2009-11-06,2009-09-30,2009-11-06,0.1051759034162277,-0.08263260542286233,0.02254329799336538,0.08137468202209863,20,20,2,1.0226751595359207,0.9890077547674928,-0.05883138402873325
2009-10-30,2009-11-06,2009-11-27,2009-12-04,2009-10-30,2009-12-04,0.05885876811979447,-0.05048929055707384,0.008369477562720634,0.03759996233055429,21,21,3,1.0312344163376082,1.0261944090913766,-0.02923048476783366
2009-11-27,2009-12-04,2009-12-31,2010-01-08,2009-11-27,2010-01-08,-0.03019736003426577,0.032555109233696845,0.002357749199431075,-0.03582435347424062,21,21,3,1.033665808457154,0.9894316578467977,0.0381821026736717
2009-12-31,2010-01-08,2010-01-29,2010-02-05,2009-12-31,2010-02-05,-0.058715351814313824,0.06379421520934493,0.005078863395031108,-0.07379763335616563,22,22,3,1.0389156558944224,0.9164139431300365,0.07887649675119673
2010-01-29,2010-02-05,2010-02-26,2010-03-05,2010-01-29,2010-03-05,0.027458142314425976,-0.028217622247626674,-0.0007594799332006977,0.02778222807120767,23,23,4,1.0381266203014825,0.9418739643057099,-0.02854170800440837
2010-02-26,2010-03-05,2010-03-26,2010-04-02,2010-02-26,2010-04-02,0.03930911796956216,-0.039833857931485445,-0.0005247399619232873,0.037008053968426324,22,22,2,1.037581873778274,0.9767308868081913,-0.03753279393034961
2010-03-26,2010-04-02,2010-04-30,2010-05-07,2010-03-26,2010-05-07,-0.06630921054471206,0.10150135647477963,0.03519214593006757,-0.13494247834408724,22,22,2,1.074096606494672,0.8449284002670758,0.17013462427415482
2010-04-30,2010-05-07,2010-05-28,2010-06-04,2010-04-30,2010-06-04,-0.021529568013883147,0.03347436068950108,0.011944792675617936,-0.02487731482814015,23,23,2,1.0869264677728356,0.823908850446395,0.036822107503758084
2010-05-28,2010-06-04,2010-06-25,2010-07-02,2010-05-28,2010-07-02,-0.07690742978690424,0.07388069736147813,-0.0030267324254261013,-0.06090966017547017,23,23,2,1.0836366321887738,0.7737248423501427,0.05788292775004407
2010-06-25,2010-07-02,2010-07-30,2010-08-06,2010-06-25,2010-08-06,0.13767972776034765,-0.13528019205746486,0.002399535702882788,0.11513990140547103,24,24,2,1.0862368569766625,0.8628114444133018,-0.11274036570258825
2010-07-30,2010-08-06,2010-08-27,2010-09-03,2010-07-30,2010-09-03,0.04077945765781622,-0.04775312777179076,-0.006973670113974539,0.006858252942140375,25,25,2,1.0786617994704668,0.8687288235404618,-0.013831923056114914
2010-08-27,2010-09-03,2010-09-30,2010-10-08,2010-08-27,2010-10-08,0.038105590726936006,-0.042929326089175504,-0.004823735362239498,0.0341491150150548,24,24,2,1.0734586204044643,0.8983951440524383,-0.038972850377294296
2010-09-30,2010-10-08,2010-10-29,2010-11-05,2010-09-30,2010-11-05,0.0884251437484686,-0.09642063195705308,-0.007995488208584478,0.12289332954585697,26,26,2,1.064875794662617,1.0088019145528722,-0.13088881775444144
2010-10-29,2010-11-05,2010-11-26,2010-12-03,2010-10-29,2010-12-03,-0.05157147250371385,0.03741432607406703,-0.01415714642964682,-0.08271471117174933,26,26,3,1.0498001921081919,0.9253591555611236,0.0685575647421025
2010-11-26,2010-12-03,2010-12-31,2011-01-07,2010-11-26,2011-01-07,-0.012115065338902229,0.003637770204527397,-0.008477295134374832,0.0029279626097751255,27,27,3,1.0409007260475673,0.9280685725692196,-0.011405257744149957
2010-12-31,2011-01-07,2011-01-28,2011-02-01,2010-12-31,2011-02-01,-0.0496252519610577,0.047095582520301105,-0.002529669440756596,-0.021891970281231243,28,28,3,1.0382675912900234,0.9077513229595895,0.019362300840474647
2011-01-28,2011-02-01,2011-02-25,2011-03-04,2011-01-28,2011-03-04,0.05653792446667809,-0.0605239100998823,-0.003985985633204209,0.05087567921273006,28,28,3,1.0341290715877198,0.9539337880714129,-0.05486166484593427
2011-02-25,2011-03-04,2011-03-25,2011-04-01,2011-02-25,2011-04-01,-0.020016740809728643,0.006492500969326396,-0.013524239840402248,0.0016848222411878222,28,28,3,1.020143261997635,0.9555409969341762,-0.01520906208159007
2011-03-25,2011-04-01,2011-04-29,2011-05-06,2011-03-25,2011-05-06,-0.03812240790071151,0.04687377760924903,0.008751369708537522,-0.03645230045403791,28,28,3,1.0290709128390496,0.9207093294177806,0.045203670162575434
2011-04-29,2011-05-06,2011-05-27,2011-06-03,2011-04-29,2011-06-03,-0.042914454689706796,0.05346790111773839,0.01055344642803159,-0.034056541086766035,30,30,4,1.039931157588342,0.8893531543114952,0.044609987514797625
2011-05-27,2011-06-03,2011-06-24,2011-07-01,2011-05-27,2011-07-01,0.03596230412056797,-0.03141581822416085,0.004546485896407125,0.0175381259915528,30,30,4,1.0446591899295516,0.9049507419827951,-0.012991640095145675
2011-06-24,2011-07-01,2011-07-29,2011-08-05,2011-06-24,2011-08-05,0.008267264364546091,-0.008768580947055663,-0.0005013165825095717,-0.03933243887212867,31,31,4,1.044135484954569,0.8693568222414694,0.0388311222896191
2011-07-29,2011-08-05,2011-08-26,2011-09-02,2011-07-29,2011-09-02,-0.029308913482172048,0.03359592113231691,0.0042870076501448605,-0.02494743348809636,31,31,4,1.048611701766357,0.8476686007411776,0.02923444113824122
2011-08-26,2011-09-02,2011-09-30,2011-10-14,2011-08-26,2011-10-14,-0.07831481372832318,0.07258905660303126,-0.005725757125291914,-0.04157826344403026,31,31,4,1.0426076058433038,0.8124240123463283,0.03585250631873835
2011-09-30,2011-10-14,2011-10-28,2011-11-04,2011-09-30,2011-11-04,0.03492280865064327,-0.03588213879623998,-0.0009593301455967096,0.0337213221382886,32,32,4,1.04160740093699,0.8398200241795398,-0.03468065228388531
2011-10-28,2011-11-04,2011-11-25,2011-12-02,2011-10-28,2011-12-02,-0.05580763360268587,0.045831185781144985,-0.009976447821540883,-0.05938681758579134,32,32,4,1.0312158590510114,0.7899457855986947,0.04941036976425046
2011-11-25,2011-12-02,2011-12-30,2012-01-06,2011-11-25,2012-01-06,-0.10164181382683347,0.13492599173370184,0.03328417790686837,-0.08304360343406514,31,31,3,1.0655390311640494,0.7243458410450256,0.11632778134093351
2011-12-30,2012-01-06,2012-01-20,2012-02-03,2011-12-30,2012-02-03,0.048274754241926655,-0.03109654281023927,0.017178211431687386,0.07571839240456235,32,32,3,1.0838430859301007,0.7791921436738857,-0.058540180972874965
2012-01-20,2012-02-03,2012-02-24,2012-03-02,2012-01-20,2012-03-02,0.07823111536728519,-0.06627610335211653,0.011955012015168659,0.055751892040706075,33,33,3,1.0968004430449525,0.8226335799469585,-0.043796880025537416
