run_name,output_dir,status,elapsed_minutes,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,VMG_STABILITY_THRESHOLD,score,Strategy Ann. Return,Benchmark Ann. Return,Strategy Sharpe,Information Ratio,Strategy Max Drawdown,Monthly Hit Rate,Rebalance Months,search_batch_time
001_s2020_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\001_s2020_2025_h70_q10_a1_rw245_fb300,completed,3.7,2020-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,12.8075,6.24%,-1.49%,0.80,0.37,-8.06%,61.02%,59,2026-03-22 17:04:29
002_s2021_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\002_s2021_2025_h70_q10_a1_rw245_fb300,completed,3.15,2021-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,7.26822,4.57%,1.34%,0.79,0.11,-7.86%,59.57%,47,2026-03-22 17:04:29
003_s2022_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\003_s2022_2025_h70_q10_a1_rw245_fb300,completed,2.76,2022-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,9.948941,6.76%,3.84%,1.28,0.10,-4.79%,57.14%,35,2026-03-22 17:04:29
004_s2020_2025_h60_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\004_s2020_2025_h60_q10_a0_rw245_fb300,completed,0.05,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,300,0.05,1.0,1.0,14.1875,6.76%,-1.49%,0.96,0.40,-6.72%,62.71%,59,2026-03-22 17:04:29
005_s2020_2025_h60_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\005_s2020_2025_h60_q10_a0_rw245_fb300,completed,0.33,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,300,0.05,1.0,1.5,14.5825,6.92%,-1.49%,0.98,0.41,-6.34%,62.71%,59,2026-03-22 17:04:29
006_s2020_2025_h60_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\006_s2020_2025_h60_q10_a0_rw245_fb300,completed,0.36,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,300,0.05,1.5,1.0,15.855,7.60%,-1.49%,1.09,0.45,-6.42%,64.41%,59,2026-03-22 17:04:29
007_s2020_2025_h60_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\007_s2020_2025_h60_q10_a0_rw245_fb300,completed,0.35,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,300,0.05,1.5,1.5,17.25,8.19%,-1.49%,1.18,0.48,-5.30%,64.41%,59,2026-03-22 17:04:29
008_s2020_2025_h60_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\008_s2020_2025_h60_q10_a0_rw245_fb320,completed,0.33,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,320,0.05,1.0,1.0,14.6925,7.02%,-1.49%,1.01,0.41,-6.69%,62.71%,59,2026-03-22 17:04:29
009_s2020_2025_h60_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\009_s2020_2025_h60_q10_a0_rw245_fb320,completed,0.33,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,320,0.05,1.0,1.5,15.7325,7.55%,-1.49%,1.06,0.44,-6.45%,62.71%,59,2026-03-22 17:04:29
010_s2020_2025_h60_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\010_s2020_2025_h60_q10_a0_rw245_fb320,completed,0.31,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,320,0.05,1.5,1.0,16.7575,8.07%,-1.49%,1.16,0.48,-6.37%,64.41%,59,2026-03-22 17:04:29
011_s2020_2025_h60_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\011_s2020_2025_h60_q10_a0_rw245_fb320,completed,0.36,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,320,0.05,1.5,1.5,17.765,8.49%,-1.49%,1.21,0.50,-5.47%,64.41%,59,2026-03-22 17:04:29
012_s2020_2025_h60_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\012_s2020_2025_h60_q10_a0_rw245_fb360,completed,0.37,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,360,0.05,1.0,1.0,13.56,6.49%,-1.49%,0.99,0.40,-7.43%,62.71%,59,2026-03-22 17:04:29
013_s2020_2025_h60_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\013_s2020_2025_h60_q10_a0_rw245_fb360,completed,0.36,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,360,0.05,1.0,1.5,14.265,6.78%,-1.49%,1.03,0.42,-6.80%,62.71%,59,2026-03-22 17:04:29
014_s2020_2025_h60_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\014_s2020_2025_h60_q10_a0_rw245_fb360,completed,0.33,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,360,0.05,1.5,1.0,15.0075,7.28%,-1.49%,1.11,0.46,-7.65%,64.41%,59,2026-03-22 17:04:29
015_s2020_2025_h60_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\015_s2020_2025_h60_q10_a0_rw245_fb360,completed,0.41,2020-01-01,2025-12-31,60,0.1,0.1,False,245,245,360,0.05,1.5,1.5,16.6025,7.90%,-1.49%,1.22,0.49,-6.00%,64.41%,59,2026-03-22 17:04:29
016_s2020_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\016_s2020_2025_h60_q12_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.0,13.39,6.25%,-1.49%,0.94,0.38,-6.24%,62.71%,59,2026-03-22 17:04:29
017_s2020_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\017_s2020_2025_h60_q12_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.5,14.1125,6.63%,-1.49%,0.98,0.40,-6.17%,59.32%,59,2026-03-22 17:04:29
018_s2020_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\018_s2020_2025_h60_q12_a0_rw245_fb300,completed,0.02,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.5,1.0,15.62,7.39%,-1.49%,1.09,0.45,-5.89%,64.41%,59,2026-03-22 17:04:29
019_s2020_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\019_s2020_2025_h60_q12_a0_rw245_fb300,completed,0.04,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.5,1.5,15.8725,7.39%,-1.49%,1.11,0.44,-4.92%,62.71%,59,2026-03-22 17:04:29
020_s2020_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\020_s2020_2025_h60_q12_a0_rw245_fb320,completed,0.04,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.0,1.0,13.74,6.46%,-1.49%,0.97,0.39,-6.42%,62.71%,59,2026-03-22 17:04:29
021_s2020_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\021_s2020_2025_h60_q12_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.0,1.5,14.4025,6.79%,-1.49%,1.03,0.41,-6.30%,62.71%,59,2026-03-22 17:04:29
022_s2020_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\022_s2020_2025_h60_q12_a0_rw245_fb320,completed,0.04,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.5,1.0,15.625,7.45%,-1.49%,1.11,0.45,-6.35%,64.41%,59,2026-03-22 17:04:29
023_s2020_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\023_s2020_2025_h60_q12_a0_rw245_fb320,completed,0.04,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.5,1.5,16.93,8.02%,-1.49%,1.20,0.47,-5.43%,62.71%,59,2026-03-22 17:04:29
024_s2020_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\024_s2020_2025_h60_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.0,1.0,13.0675,6.19%,-1.49%,0.96,0.39,-7.19%,62.71%,59,2026-03-22 17:04:29
025_s2020_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\025_s2020_2025_h60_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.0,1.5,13.4875,6.30%,-1.49%,1.02,0.39,-6.46%,61.02%,59,2026-03-22 17:04:29
026_s2020_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\026_s2020_2025_h60_q12_a0_rw245_fb360,completed,0.04,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.5,1.0,15.045,7.17%,-1.49%,1.13,0.45,-6.77%,64.41%,59,2026-03-22 17:04:29
027_s2020_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\027_s2020_2025_h60_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.5,1.5,15.9,7.45%,-1.49%,1.22,0.46,-5.60%,62.71%,59,2026-03-22 17:04:29
028_s2020_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\028_s2020_2025_h60_q15_a0_rw245_fb300,completed,0.02,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.0,12.25,5.63%,-1.49%,0.89,0.35,-6.25%,62.71%,59,2026-03-22 17:04:29
029_s2020_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\029_s2020_2025_h60_q15_a0_rw245_fb300,completed,0.02,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.5,12.2925,5.63%,-1.49%,0.89,0.35,-6.08%,59.32%,59,2026-03-22 17:04:29
030_s2020_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\030_s2020_2025_h60_q15_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.5,1.0,13.9175,6.48%,-1.49%,1.03,0.40,-6.05%,64.41%,59,2026-03-22 17:04:29
031_s2020_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\031_s2020_2025_h60_q15_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.5,1.5,14.2425,6.57%,-1.49%,1.05,0.40,-5.44%,62.71%,59,2026-03-22 17:04:29
032_s2020_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\032_s2020_2025_h60_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.0,12.5175,5.78%,-1.49%,0.92,0.36,-6.34%,62.71%,59,2026-03-22 17:04:29
033_s2020_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\033_s2020_2025_h60_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.5,12.315,5.68%,-1.49%,0.90,0.35,-6.37%,61.02%,59,2026-03-22 17:04:29
034_s2020_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\034_s2020_2025_h60_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.0,13.9025,6.49%,-1.49%,1.04,0.40,-6.21%,64.41%,59,2026-03-22 17:04:29
035_s2020_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\035_s2020_2025_h60_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.5,14.5125,6.70%,-1.49%,1.07,0.41,-5.35%,64.41%,59,2026-03-22 17:04:29
036_s2020_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\036_s2020_2025_h60_q15_a0_rw245_fb360,completed,0.02,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.0,1.0,11.8925,5.50%,-1.49%,0.90,0.35,-6.80%,61.02%,59,2026-03-22 17:04:29
037_s2020_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\037_s2020_2025_h60_q15_a0_rw245_fb360,completed,0.02,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.0,1.5,10.98,5.00%,-1.49%,0.82,0.32,-6.65%,59.32%,59,2026-03-22 17:04:29
038_s2020_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\038_s2020_2025_h60_q15_a0_rw245_fb360,completed,0.04,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.5,1.0,13.2025,6.14%,-1.49%,1.03,0.39,-6.51%,64.41%,59,2026-03-22 17:04:29
039_s2020_2025_h60_q15_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\039_s2020_2025_h60_q15_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,60,0.15,0.15,False,245,245,360,0.05,1.5,1.5,13.5475,6.27%,-1.49%,1.06,0.40,-6.15%,62.71%,59,2026-03-22 17:04:29
040_s2020_2025_h65_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\040_s2020_2025_h65_q10_a0_rw245_fb300,completed,0.1,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,300,0.05,1.0,1.0,14.6425,7.05%,-1.49%,0.94,0.41,-6.89%,61.02%,59,2026-03-22 17:04:29
041_s2020_2025_h65_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\041_s2020_2025_h65_q10_a0_rw245_fb300,completed,0.04,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,300,0.05,1.0,1.5,15.2325,7.30%,-1.49%,0.98,0.42,-6.42%,62.71%,59,2026-03-22 17:04:29
042_s2020_2025_h65_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\042_s2020_2025_h65_q10_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,300,0.05,1.5,1.0,16.2925,7.87%,-1.49%,1.07,0.47,-6.54%,64.41%,59,2026-03-22 17:04:29
043_s2020_2025_h65_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\043_s2020_2025_h65_q10_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,300,0.05,1.5,1.5,18.3025,8.79%,-1.49%,1.22,0.52,-5.49%,62.71%,59,2026-03-22 17:04:29
044_s2020_2025_h65_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\044_s2020_2025_h65_q10_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,320,0.05,1.0,1.0,15.11,7.29%,-1.49%,0.98,0.43,-6.86%,62.71%,59,2026-03-22 17:04:29
045_s2020_2025_h65_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\045_s2020_2025_h65_q10_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,320,0.05,1.0,1.5,16.5,8.00%,-1.49%,1.07,0.46,-6.60%,62.71%,59,2026-03-22 17:04:29
046_s2020_2025_h65_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\046_s2020_2025_h65_q10_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,320,0.05,1.5,1.0,16.865,8.16%,-1.49%,1.13,0.49,-6.50%,64.41%,59,2026-03-22 17:04:29
047_s2020_2025_h65_q10_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\047_s2020_2025_h65_q10_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,320,0.05,1.5,1.5,18.925,9.13%,-1.49%,1.27,0.53,-5.55%,64.41%,59,2026-03-22 17:04:29
048_s2020_2025_h65_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\048_s2020_2025_h65_q10_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,360,0.05,1.0,1.0,13.0275,6.30%,-1.49%,0.93,0.39,-8.03%,62.71%,59,2026-03-22 17:04:29
049_s2020_2025_h65_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\049_s2020_2025_h65_q10_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,360,0.05,1.0,1.5,14.15,6.72%,-1.49%,1.01,0.41,-6.76%,61.02%,59,2026-03-22 17:04:29
050_s2020_2025_h65_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\050_s2020_2025_h65_q10_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,360,0.05,1.5,1.0,14.575,7.06%,-1.49%,1.05,0.44,-7.62%,64.41%,59,2026-03-22 17:04:29
051_s2020_2025_h65_q10_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\051_s2020_2025_h65_q10_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.1,0.1,False,245,245,360,0.05,1.5,1.5,16.6175,7.91%,-1.49%,1.21,0.49,-5.98%,62.71%,59,2026-03-22 17:04:29
052_s2020_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\052_s2020_2025_h65_q12_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.0,13.505,6.33%,-1.49%,0.92,0.39,-6.30%,62.71%,59,2026-03-22 17:04:29
053_s2020_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\053_s2020_2025_h65_q12_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.5,14.1275,6.68%,-1.49%,0.97,0.40,-6.43%,57.63%,59,2026-03-22 17:04:29
054_s2020_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\054_s2020_2025_h65_q12_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.5,1.0,15.125,7.12%,-1.49%,1.06,0.43,-5.85%,64.41%,59,2026-03-22 17:04:29
055_s2020_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\055_s2020_2025_h65_q12_a0_rw245_fb300,completed,0.02,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.5,1.5,16.02,7.55%,-1.49%,1.09,0.45,-5.41%,62.71%,59,2026-03-22 17:04:29
056_s2020_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\056_s2020_2025_h65_q12_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.0,1.0,14.4675,6.86%,-1.49%,1.01,0.42,-6.49%,62.71%,59,2026-03-22 17:04:29
057_s2020_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\057_s2020_2025_h65_q12_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.0,1.5,14.805,7.04%,-1.49%,1.03,0.42,-6.46%,61.02%,59,2026-03-22 17:04:29
058_s2020_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\058_s2020_2025_h65_q12_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.5,1.0,15.5675,7.43%,-1.49%,1.10,0.45,-6.41%,64.41%,59,2026-03-22 17:04:29
059_s2020_2025_h65_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\059_s2020_2025_h65_q12_a0_rw245_fb320,completed,0.02,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,320,0.05,1.5,1.5,17.3325,8.26%,-1.49%,1.19,0.49,-5.51%,62.71%,59,2026-03-22 17:04:29
060_s2020_2025_h65_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\060_s2020_2025_h65_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,360,0.05,1.0,1.0,13.0125,6.16%,-1.49%,0.94,0.39,-7.14%,62.71%,59,2026-03-22 17:04:29
061_s2020_2025_h65_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\061_s2020_2025_h65_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,360,0.05,1.0,1.5,14.045,6.60%,-1.49%,1.04,0.41,-6.43%,61.02%,59,2026-03-22 17:04:29
062_s2020_2025_h65_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\062_s2020_2025_h65_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,360,0.05,1.5,1.0,14.5575,6.99%,-1.49%,1.07,0.44,-7.26%,64.41%,59,2026-03-22 17:04:29
063_s2020_2025_h65_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\063_s2020_2025_h65_q12_a0_rw245_fb360,completed,0.03,2020-01-01,2025-12-31,65,0.12,0.12,False,245,245,360,0.05,1.5,1.5,16.345,7.70%,-1.49%,1.23,0.48,-5.64%,62.71%,59,2026-03-22 17:04:29
064_s2020_2025_h65_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\064_s2020_2025_h65_q15_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,300,0.05,1.0,1.0,12.205,5.67%,-1.49%,0.86,0.35,-6.62%,61.02%,59,2026-03-22 17:04:29
065_s2020_2025_h65_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\065_s2020_2025_h65_q15_a0_rw245_fb300,completed,0.03,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,300,0.05,1.0,1.5,12.71,5.88%,-1.49%,0.90,0.36,-6.21%,59.32%,59,2026-03-22 17:04:29
066_s2020_2025_h65_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\066_s2020_2025_h65_q15_a0_rw245_fb300,completed,0.02,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,300,0.05,1.5,1.0,13.81,6.44%,-1.49%,1.00,0.40,-6.11%,64.41%,59,2026-03-22 17:04:29
067_s2020_2025_h65_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\067_s2020_2025_h65_q15_a0_rw245_fb300,completed,0.02,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,300,0.05,1.5,1.5,14.815,6.89%,-1.49%,1.06,0.42,-5.46%,62.71%,59,2026-03-22 17:04:29
068_s2020_2025_h65_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\068_s2020_2025_h65_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,320,0.05,1.0,1.0,12.7375,5.94%,-1.49%,0.91,0.37,-6.57%,64.41%,59,2026-03-22 17:04:29
069_s2020_2025_h65_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\069_s2020_2025_h65_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,320,0.05,1.0,1.5,12.9675,6.03%,-1.49%,0.92,0.37,-6.31%,62.71%,59,2026-03-22 17:04:29
070_s2020_2025_h65_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\070_s2020_2025_h65_q15_a0_rw245_fb320,completed,0.03,2020-01-01,2025-12-31,65,0.15,0.15,False,245,245,320,0.05,1.5,1.0,14.2925,6.71%,-1.49%,1.04,0.41,-6.21%,64.41%,59,2026-03-22 17:04:29
