run_name,output_dir,status,elapsed_minutes,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,VMG_STABILITY_THRESHOLD,score,Strategy Ann. Return,Benchmark Ann. Return,Strategy Sharpe,Information Ratio,Strategy Max Drawdown,Monthly Hit Rate,Rebalance Months,search_batch_time
001_s2008_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\001_s2008_2025_h70_q10_a1_rw245_fb300,completed,5.51,2008-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,2.905,4.70%,5.50%,0.69,-0.13,-14.59%,50.98%,204,
002_s2010_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\002_s2010_2025_h70_q10_a1_rw245_fb300,completed,6.05,2010-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,4.609902,4.30%,3.37%,0.7,-0.03,-10.61%,54.75%,179,
003_s2012_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\003_s2012_2025_h70_q10_a1_rw245_fb300,completed,5.46,2012-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,2.834608,4.34%,4.48%,0.7,-0.09,-13.60%,52.26%,155,
004_s2015_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\004_s2015_2025_h70_q10_a1_rw245_fb300,completed,4.89,2015-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.799167,5.91%,4.90%,1.05,-0.0,-7.29%,52.10%,119,
005_s2016_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\005_s2016_2025_h70_q10_a1_rw245_fb300,completed,4.75,2016-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.88902,5.56%,3.98%,0.9,0.03,-6.38%,53.27%,107,
006_s2021_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\006_s2021_2025_h70_q10_a1_rw245_fb300,completed,3.28,2021-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.135784,4.57%,1.34%,0.79,0.11,-7.86%,59.57%,47,
007_s2016_2025_h60_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\007_s2016_2025_h60_q10_a1_rw245_fb300,completed,0.09,2016-01-01,2025-12-31,60,0.1,0.1,True,245,245,300,0.05,1.0,1.0,7.78652,5.93%,3.98%,0.97,0.05,-5.63%,52.34%,107,
008_s2016_2025_h60_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\008_s2016_2025_h60_q10_a0_rw245_fb300,completed,0.04,2016-01-01,2025-12-31,60,0.1,0.1,False,245,245,300,0.05,1.0,1.0,7.58152,5.82%,3.98%,0.99,0.05,-5.74%,56.07%,107,
009_s2016_2025_h60_q15_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\009_s2016_2025_h60_q15_a1_rw245_fb300,completed,0.04,2016-01-01,2025-12-31,60,0.15,0.15,True,245,245,300,0.05,1.0,1.0,6.52902,5.28%,3.98%,0.91,0.01,-5.85%,54.21%,107,
010_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\010_s2016_2025_h60_q15_a0_rw245_fb300,completed,0.1,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.0,6.66402,5.22%,3.98%,0.96,0.01,-5.04%,56.07%,107,
011_s2016_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\011_s2016_2025_h70_q10_a1_rw245_fb300,completed,0.05,2016-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.88902,5.56%,3.98%,0.9,0.03,-6.38%,53.27%,107,
012_s2016_2025_h70_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\012_s2016_2025_h70_q10_a0_rw245_fb300,completed,0.04,2016-01-01,2025-12-31,70,0.1,0.1,False,245,245,300,0.05,1.0,1.0,6.70902,5.34%,3.98%,0.91,0.02,-5.57%,55.14%,107,
013_s2016_2025_h70_q15_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\013_s2016_2025_h70_q15_a1_rw245_fb300,completed,0.04,2016-01-01,2025-12-31,70,0.15,0.15,True,245,245,300,0.05,1.0,1.0,6.19652,5.10%,3.98%,0.88,0.0,-5.81%,54.21%,107,
014_s2016_2025_h70_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\014_s2016_2025_h70_q15_a0_rw245_fb300,completed,0.04,2016-01-01,2025-12-31,70,0.15,0.15,False,245,245,300,0.05,1.0,1.0,5.80902,4.98%,3.98%,0.92,-0.01,-6.62%,54.21%,107,
015_s2016_2025_h80_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\015_s2016_2025_h80_q10_a1_rw245_fb300,completed,0.17,2016-01-01,2025-12-31,80,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.45652,5.61%,3.98%,0.87,0.04,-8.39%,55.14%,107,
016_s2016_2025_h80_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\016_s2016_2025_h80_q10_a0_rw245_fb300,completed,0.03,2016-01-01,2025-12-31,80,0.1,0.1,False,245,245,300,0.05,1.0,1.0,6.32152,5.43%,3.98%,0.89,0.02,-7.69%,55.14%,107,
017_s2016_2025_h80_q15_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\017_s2016_2025_h80_q15_a1_rw245_fb300,completed,0.04,2016-01-01,2025-12-31,80,0.15,0.15,True,245,245,300,0.05,1.0,1.0,5.17402,5.01%,3.98%,0.85,-0.0,-9.18%,54.21%,107,
018_s2016_2025_h80_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\018_s2016_2025_h80_q15_a0_rw245_fb300,completed,0.1,2016-01-01,2025-12-31,80,0.15,0.15,False,245,245,300,0.05,1.0,1.0,5.20652,4.86%,3.98%,0.89,-0.01,-8.10%,56.07%,107,
019_s2015_2025_h60_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\019_s2015_2025_h60_q10_a1_rw245_fb300,completed,0.1,2015-01-01,2025-12-31,60,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.159167,5.49%,4.90%,1.0,-0.03,-6.70%,52.10%,119,
020_s2015_2025_h60_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\020_s2015_2025_h60_q10_a0_rw245_fb300,completed,0.05,2015-01-01,2025-12-31,60,0.1,0.1,False,245,245,300,0.05,1.0,1.0,6.191667,5.60%,4.90%,1.05,-0.02,-7.51%,54.62%,119,
021_s2015_2025_h60_q15_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\021_s2015_2025_h60_q15_a1_rw245_fb300,completed,0.12,2015-01-01,2025-12-31,60,0.15,0.15,True,245,245,300,0.05,1.0,1.0,7.001667,5.74%,4.90%,1.11,-0.01,-5.45%,52.10%,119,
022_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\022_s2015_2025_h60_q15_a0_rw245_fb300,completed,0.04,2015-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.0,7.881667,6.03%,4.90%,1.25,0.0,-4.40%,52.10%,119,
023_s2015_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\023_s2015_2025_h70_q10_a1_rw245_fb300,completed,0.04,2015-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.799167,5.91%,4.90%,1.05,-0.0,-7.29%,52.10%,119,
024_s2015_2025_h70_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\024_s2015_2025_h70_q10_a0_rw245_fb300,completed,0.04,2015-01-01,2025-12-31,70,0.1,0.1,False,245,245,300,0.05,1.0,1.0,7.459167,6.14%,4.90%,1.12,0.01,-6.49%,54.62%,119,
025_s2015_2025_h70_q15_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\025_s2015_2025_h70_q15_a1_rw245_fb300,completed,0.1,2015-01-01,2025-12-31,70,0.15,0.15,True,245,245,300,0.05,1.0,1.0,7.199167,5.90%,4.90%,1.11,-0.0,-5.80%,52.94%,119,
026_s2015_2025_h70_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\026_s2015_2025_h70_q15_a0_rw245_fb300,completed,0.05,2015-01-01,2025-12-31,70,0.15,0.15,False,245,245,300,0.05,1.0,1.0,8.269167,6.28%,4.90%,1.25,0.02,-4.64%,53.78%,119,
027_s2015_2025_h80_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\027_s2015_2025_h80_q10_a1_rw245_fb300,completed,0.11,2015-01-01,2025-12-31,80,0.1,0.1,True,245,245,300,0.05,1.0,1.0,5.191667,5.32%,4.90%,0.95,-0.04,-9.21%,52.10%,119,
028_s2015_2025_h80_q10_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\028_s2015_2025_h80_q10_a0_rw245_fb300,completed,0.12,2015-01-01,2025-12-31,80,0.1,0.1,False,245,245,300,0.05,1.0,1.0,5.464167,5.37%,4.90%,1.0,-0.04,-8.62%,54.62%,119,
029_s2015_2025_h80_q15_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\029_s2015_2025_h80_q15_a1_rw245_fb300,completed,0.04,2015-01-01,2025-12-31,80,0.15,0.15,True,245,245,300,0.05,1.0,1.0,5.199167,5.13%,4.90%,1.01,-0.05,-8.01%,50.42%,119,
030_s2015_2025_h80_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\030_s2015_2025_h80_q15_a0_rw245_fb300,completed,0.04,2015-01-01,2025-12-31,80,0.15,0.15,False,245,245,300,0.05,1.0,1.0,5.941667,5.27%,4.90%,1.14,-0.05,-6.41%,52.10%,119,
001_s2014_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\001_s2014_2025_h70_q10_a1_rw245_fb300,completed,5.79,2014-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.28,4.89%,3.57%,0.81,-0.0,-8.83%,51.15%,131,2026-03-22 00:03:59
002_s2014_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\002_s2014_2025_h70_q10_a1_rw245_fb300,completed,5.04,2014-07-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,9.583397,5.93%,2.58%,1.0,0.14,-6.35%,52.80%,125,2026-03-22 00:03:59
003_s2015_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\003_s2015_2025_h70_q10_a1_rw245_fb300,completed,5.04,2015-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,7.449294,5.91%,4.90%,1.05,-0.0,-7.29%,52.10%,119,2026-03-22 00:03:59
004_s2015_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\004_s2015_2025_h70_q10_a1_rw245_fb300,completed,6.57,2015-07-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,8.897691,6.30%,4.29%,1.08,0.06,-5.90%,54.87%,113,2026-03-22 00:03:59
005_s2016_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\005_s2016_2025_h70_q10_a1_rw245_fb300,completed,5.42,2016-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,7.473588,5.56%,3.98%,0.9,0.03,-6.38%,53.27%,107,2026-03-22 00:03:59
006_s2014_2025_h55_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\006_s2014_2025_h55_q12_a0_rw245_fb300,completed,0.22,2014-07-01,2025-12-31,55,0.12,0.12,False,245,245,300,0.05,1.0,1.0,10.443397,6.18%,2.58%,1.14,0.14,-5.08%,55.20%,125,2026-03-22 00:03:59
007_s2014_2025_h55_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\007_s2014_2025_h55_q15_a0_rw245_fb300,completed,0.18,2014-07-01,2025-12-31,55,0.15,0.15,False,245,245,300,0.05,1.0,1.0,10.635897,6.17%,2.58%,1.23,0.14,-4.51%,55.20%,125,2026-03-22 00:03:59
008_s2014_2025_h55_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\008_s2014_2025_h55_q18_a0_rw245_fb300,completed,0.13,2014-07-01,2025-12-31,55,0.18,0.18,False,245,245,300,0.05,1.0,1.0,9.743397,5.57%,2.58%,1.21,0.11,-3.76%,55.20%,125,2026-03-22 00:03:59
009_s2014_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\009_s2014_2025_h60_q12_a0_rw245_fb300,completed,0.22,2014-07-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.0,10.533397,6.22%,2.58%,1.15,0.15,-5.05%,54.40%,125,2026-03-22 00:03:59
010_s2014_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\010_s2014_2025_h60_q15_a0_rw245_fb300,completed,0.04,2014-07-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.0,10.973397,6.33%,2.58%,1.26,0.15,-4.39%,55.20%,125,2026-03-22 00:03:59
011_s2014_2025_h60_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\011_s2014_2025_h60_q18_a0_rw245_fb300,completed,0.04,2014-07-01,2025-12-31,60,0.18,0.18,False,245,245,300,0.05,1.0,1.0,9.460897,5.50%,2.58%,1.19,0.11,-4.34%,55.20%,125,2026-03-22 00:03:59
012_s2014_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\012_s2014_2025_h65_q12_a0_rw245_fb300,completed,0.1,2014-07-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.0,10.703397,6.39%,2.58%,1.17,0.16,-5.64%,54.40%,125,2026-03-22 00:03:59
013_s2014_2025_h65_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\013_s2014_2025_h65_q15_a0_rw245_fb300,completed,0.04,2014-07-01,2025-12-31,65,0.15,0.15,False,245,245,300,0.05,1.0,1.0,11.288397,6.55%,2.58%,1.26,0.17,-4.71%,55.20%,125,2026-03-22 00:03:59
014_s2014_2025_h65_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\014_s2014_2025_h65_q18_a0_rw245_fb300,completed,0.04,2014-07-01,2025-12-31,65,0.18,0.18,False,245,245,300,0.05,1.0,1.0,9.178397,5.47%,2.58%,1.15,0.11,-5.14%,54.40%,125,2026-03-22 00:03:59
015_s2014_2025_h70_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\015_s2014_2025_h70_q12_a0_rw245_fb300,completed,0.05,2014-07-01,2025-12-31,70,0.12,0.12,False,245,245,300,0.05,1.0,1.0,9.848397,6.07%,2.58%,1.11,0.14,-6.60%,54.40%,125,2026-03-22 00:03:59
016_s2014_2025_h70_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\016_s2014_2025_h70_q15_a0_rw245_fb300,completed,0.06,2014-07-01,2025-12-31,70,0.15,0.15,False,245,245,300,0.05,1.0,1.0,11.055897,6.44%,2.58%,1.23,0.16,-4.76%,56.00%,125,2026-03-22 00:03:59
017_s2014_2025_h70_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\017_s2014_2025_h70_q18_a0_rw245_fb300,completed,0.04,2014-07-01,2025-12-31,70,0.18,0.18,False,245,245,300,0.05,1.0,1.0,8.748397,5.29%,2.58%,1.1,0.09,-5.41%,52.80%,125,2026-03-22 00:03:59
018_s2015_2025_h55_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\018_s2015_2025_h55_q12_a0_rw245_fb300,completed,0.11,2015-07-01,2025-12-31,55,0.12,0.12,False,245,245,300,0.05,1.0,1.0,9.472691,6.46%,4.29%,1.21,0.07,-5.13%,56.64%,113,2026-03-22 00:03:59
019_s2015_2025_h55_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\019_s2015_2025_h55_q15_a0_rw245_fb300,completed,0.05,2015-07-01,2025-12-31,55,0.15,0.15,False,245,245,300,0.05,1.0,1.0,8.802691,6.00%,4.29%,1.21,0.04,-4.53%,56.64%,113,2026-03-22 00:03:59
020_s2015_2025_h55_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\020_s2015_2025_h55_q18_a0_rw245_fb300,completed,0.06,2015-07-01,2025-12-31,55,0.18,0.18,False,245,245,300,0.05,1.0,1.0,7.970191,5.46%,4.29%,1.2,0.0,-3.97%,55.75%,113,2026-03-22 00:03:59
021_s2015_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\021_s2015_2025_h60_q12_a0_rw245_fb300,completed,0.2,2015-07-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.0,9.847691,6.64%,4.29%,1.24,0.08,-5.00%,56.64%,113,2026-03-22 00:03:59
022_s2015_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\022_s2015_2025_h60_q15_a0_rw245_fb300,completed,0.07,2015-07-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.0,8.612691,5.89%,4.29%,1.18,0.03,-4.41%,56.64%,113,2026-03-22 00:03:59
023_s2015_2025_h60_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\023_s2015_2025_h60_q18_a0_rw245_fb300,completed,0.07,2015-07-01,2025-12-31,60,0.18,0.18,False,245,245,300,0.05,1.0,1.0,8.155191,5.55%,4.29%,1.21,0.01,-3.91%,55.75%,113,2026-03-22 00:03:59
024_s2015_2025_h65_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\024_s2015_2025_h65_q12_a0_rw245_fb300,completed,0.09,2015-07-01,2025-12-31,65,0.12,0.12,False,245,245,300,0.05,1.0,1.0,9.855191,6.65%,4.29%,1.23,0.08,-5.01%,59.29%,113,2026-03-22 00:03:59
025_s2015_2025_h65_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\025_s2015_2025_h65_q15_a0_rw245_fb300,completed,0.04,2015-07-01,2025-12-31,65,0.15,0.15,False,245,245,300,0.05,1.0,1.0,8.735191,5.96%,4.29%,1.19,0.03,-4.44%,54.87%,113,2026-03-22 00:03:59
026_s2015_2025_h65_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\026_s2015_2025_h65_q18_a0_rw245_fb300,completed,0.09,2015-07-01,2025-12-31,65,0.18,0.18,False,245,245,300,0.05,1.0,1.0,7.607691,5.31%,4.29%,1.14,-0.01,-4.17%,55.75%,113,2026-03-22 00:03:59
027_s2015_2025_h70_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\027_s2015_2025_h70_q12_a0_rw245_fb300,completed,0.04,2015-07-01,2025-12-31,70,0.12,0.12,False,245,245,300,0.05,1.0,1.0,10.107691,6.76%,4.29%,1.24,0.09,-4.82%,56.64%,113,2026-03-22 00:03:59
028_s2015_2025_h70_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\028_s2015_2025_h70_q15_a0_rw245_fb300,completed,0.04,2015-07-01,2025-12-31,70,0.15,0.15,False,245,245,300,0.05,1.0,1.0,8.385191,5.88%,4.29%,1.16,0.03,-5.19%,55.75%,113,2026-03-22 00:03:59
029_s2015_2025_h70_q18_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\029_s2015_2025_h70_q18_a0_rw245_fb300,completed,0.03,2015-07-01,2025-12-31,70,0.18,0.18,False,245,245,300,0.05,1.0,1.0,6.590191,4.88%,4.29%,1.05,-0.03,-4.92%,54.87%,113,2026-03-22 00:03:59
001_s2014_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\001_s2014_2025_h70_q10_a1_rw245_fb300,completed,,2014-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,6.28,4.89%,3.57%,0.81,-0.0,-8.83%,51.15%,131,2026-03-22 02:42:19
002_s2015_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\002_s2015_2025_h70_q10_a1_rw245_fb300,completed,,2015-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,7.449294,5.91%,4.90%,1.05,-0.0,-7.29%,52.10%,119,2026-03-22 02:42:19
003_s2016_2025_h70_q10_a1_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\003_s2016_2025_h70_q10_a1_rw245_fb300,completed,,2016-01-01,2025-12-31,70,0.1,0.1,True,245,245,300,0.05,1.0,1.0,7.473588,5.56%,3.98%,0.9,0.03,-6.38%,53.27%,107,2026-03-22 02:42:19
004_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\004_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.0,8.246088,5.76%,3.98%,1.02,0.04,-5.07%,56.07%,107,2026-03-22 02:42:19
005_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\005_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.25,7.406088,5.25%,3.98%,0.97,0.01,-4.65%,53.27%,107,2026-03-22 02:42:19
006_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\006_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.0,1.5,7.903588,5.57%,3.98%,1.06,0.03,-5.21%,51.40%,107,2026-03-22 02:42:19
007_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\007_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.25,1.0,8.556088,6.05%,3.98%,1.07,0.06,-6.05%,55.14%,107,2026-03-22 02:42:19
008_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\008_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.25,1.25,8.271088,5.83%,3.98%,1.04,0.04,-5.52%,53.27%,107,2026-03-22 02:42:19
009_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\009_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.25,1.5,10.503588,6.91%,3.98%,1.2,0.11,-4.77%,56.07%,107,2026-03-22 02:42:19
010_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\010_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.5,1.0,8.851088,6.20%,3.98%,1.08,0.07,-5.97%,56.07%,107,2026-03-22 02:42:19
011_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\011_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.5,1.25,9.771088,6.73%,3.98%,1.14,0.1,-6.24%,55.14%,107,2026-03-22 02:42:19
012_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\012_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.05,1.5,1.5,11.978588,7.71%,3.98%,1.27,0.16,-4.78%,55.14%,107,2026-03-22 02:42:19
013_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\013_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.0,1.0,8.361088,5.82%,3.98%,1.03,0.04,-5.06%,57.01%,107,2026-03-22 02:42:19
