signal_date,trade_date,next_signal_date,exit_date,rebalance_date,holding_end_date,fund_code,style,side,weight,alpha
1990-12-31,1990-12-31,1991-12-31,1991-03-28,1990-12-31,1991-03-28,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-03-28,1990-12-31,1991-03-28,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-04-30,1990-12-31,1991-04-30,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-05-31,1990-12-31,1991-05-31,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-06-28,1990-12-31,1991-06-28,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-07-31,1990-12-31,1991-07-31,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-08-30,1990-12-31,1991-08-30,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-09-30,1990-12-31,1991-09-30,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-10-31,1990-12-31,1991-10-31,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-11-29,1990-12-31,1991-11-29,31185,Small Value,long,0.125,0.00621544586069752
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,5060,Large Growth,long,0.25,-0.0010712493661393912
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,26610,Large Value,long,0.25,0.0020036061539885465
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,7868,Small Growth,long,0.08333333333333333,0.010743889928259481
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,9299,Small Growth,long,0.08333333333333333,0.0041958493048230155
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,1080,Small Growth,long,0.08333333333333333,0.004176149095730334
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,31184,Small Value,long,0.125,0.006885577789175427
1990-12-31,1990-12-31,1991-12-31,1991-12-31,1990-12-31,1991-12-31,31185,Small Value,long,0.125,0.00621544586069752
1991-12-31,1991-12-31,1992-12-31,1992-01-31,1991-12-31,1992-01-31,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-01-31,1991-12-31,1992-01-31,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-01-31,1991-12-31,1992-01-31,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-01-31,1991-12-31,1992-01-31,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-01-31,1991-12-31,1992-01-31,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-01-31,1991-12-31,1992-01-31,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-02-28,1991-12-31,1992-02-28,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-02-28,1991-12-31,1992-02-28,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-02-28,1991-12-31,1992-02-28,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-02-28,1991-12-31,1992-02-28,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-02-28,1991-12-31,1992-02-28,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-02-28,1991-12-31,1992-02-28,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-03-31,1991-12-31,1992-03-31,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-03-31,1991-12-31,1992-03-31,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-03-31,1991-12-31,1992-03-31,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-03-31,1991-12-31,1992-03-31,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-03-31,1991-12-31,1992-03-31,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-03-31,1991-12-31,1992-03-31,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-04-30,1991-12-31,1992-04-30,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-04-30,1991-12-31,1992-04-30,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-04-30,1991-12-31,1992-04-30,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-04-30,1991-12-31,1992-04-30,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-04-30,1991-12-31,1992-04-30,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-04-30,1991-12-31,1992-04-30,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-05-29,1991-12-31,1992-05-29,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-05-29,1991-12-31,1992-05-29,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-05-29,1991-12-31,1992-05-29,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-05-29,1991-12-31,1992-05-29,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-05-29,1991-12-31,1992-05-29,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-05-29,1991-12-31,1992-05-29,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-06-30,1991-12-31,1992-06-30,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-06-30,1991-12-31,1992-06-30,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-06-30,1991-12-31,1992-06-30,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-06-30,1991-12-31,1992-06-30,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-06-30,1991-12-31,1992-06-30,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-06-30,1991-12-31,1992-06-30,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-07-31,1991-12-31,1992-07-31,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-07-31,1991-12-31,1992-07-31,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-07-31,1991-12-31,1992-07-31,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-07-31,1991-12-31,1992-07-31,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-07-31,1991-12-31,1992-07-31,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-07-31,1991-12-31,1992-07-31,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-08-31,1991-12-31,1992-08-31,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-08-31,1991-12-31,1992-08-31,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-08-31,1991-12-31,1992-08-31,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-08-31,1991-12-31,1992-08-31,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-08-31,1991-12-31,1992-08-31,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-08-31,1991-12-31,1992-08-31,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-09-30,1991-12-31,1992-09-30,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-09-30,1991-12-31,1992-09-30,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-09-30,1991-12-31,1992-09-30,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-09-30,1991-12-31,1992-09-30,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-09-30,1991-12-31,1992-09-30,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-09-30,1991-12-31,1992-09-30,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-10-30,1991-12-31,1992-10-30,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-10-30,1991-12-31,1992-10-30,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-10-30,1991-12-31,1992-10-30,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-10-30,1991-12-31,1992-10-30,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-10-30,1991-12-31,1992-10-30,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-10-30,1991-12-31,1992-10-30,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-11-30,1991-12-31,1992-11-30,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-11-30,1991-12-31,1992-11-30,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-11-30,1991-12-31,1992-11-30,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-11-30,1991-12-31,1992-11-30,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-11-30,1991-12-31,1992-11-30,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-11-30,1991-12-31,1992-11-30,18519,Small Value,long,0.25,0.0023531331257412337
1991-12-31,1991-12-31,1992-12-31,1992-12-31,1991-12-31,1992-12-31,8618,Large Growth,long,0.25,-0.0013078838088903862
1991-12-31,1991-12-31,1992-12-31,1992-12-31,1991-12-31,1992-12-31,8032,Large Value,long,0.25,-0.0021058336476962583
1991-12-31,1991-12-31,1992-12-31,1992-12-31,1991-12-31,1992-12-31,16784,Small Growth,long,0.08333333333333333,0.005566239662837862
1991-12-31,1991-12-31,1992-12-31,1992-12-31,1991-12-31,1992-12-31,7868,Small Growth,long,0.08333333333333333,0.0044016271329959215
1991-12-31,1991-12-31,1992-12-31,1992-12-31,1991-12-31,1992-12-31,28686,Small Growth,long,0.08333333333333333,0.004232623321128445
1991-12-31,1991-12-31,1992-12-31,1992-12-31,1991-12-31,1992-12-31,18519,Small Value,long,0.25,0.0023531331257412337
1992-12-31,1992-12-31,1993-12-31,1993-01-29,1992-12-31,1993-01-29,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-01-29,1992-12-31,1993-01-29,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-01-29,1992-12-31,1993-01-29,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-01-29,1992-12-31,1993-01-29,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-01-29,1992-12-31,1993-01-29,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-01-29,1992-12-31,1993-01-29,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-02-26,1992-12-31,1993-02-26,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-02-26,1992-12-31,1993-02-26,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-02-26,1992-12-31,1993-02-26,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-02-26,1992-12-31,1993-02-26,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-02-26,1992-12-31,1993-02-26,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-02-26,1992-12-31,1993-02-26,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-03-31,1992-12-31,1993-03-31,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-03-31,1992-12-31,1993-03-31,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-03-31,1992-12-31,1993-03-31,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-03-31,1992-12-31,1993-03-31,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-03-31,1992-12-31,1993-03-31,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-03-31,1992-12-31,1993-03-31,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-04-30,1992-12-31,1993-04-30,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-04-30,1992-12-31,1993-04-30,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-04-30,1992-12-31,1993-04-30,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-04-30,1992-12-31,1993-04-30,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-04-30,1992-12-31,1993-04-30,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-04-30,1992-12-31,1993-04-30,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-05-28,1992-12-31,1993-05-28,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-05-28,1992-12-31,1993-05-28,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-05-28,1992-12-31,1993-05-28,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-05-28,1992-12-31,1993-05-28,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-05-28,1992-12-31,1993-05-28,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-05-28,1992-12-31,1993-05-28,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-06-30,1992-12-31,1993-06-30,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-06-30,1992-12-31,1993-06-30,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-06-30,1992-12-31,1993-06-30,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-06-30,1992-12-31,1993-06-30,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-06-30,1992-12-31,1993-06-30,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-06-30,1992-12-31,1993-06-30,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-07-30,1992-12-31,1993-07-30,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-07-30,1992-12-31,1993-07-30,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-07-30,1992-12-31,1993-07-30,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-07-30,1992-12-31,1993-07-30,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
1992-12-31,1992-12-31,1993-12-31,1993-07-30,1992-12-31,1993-07-30,9455,Small Growth,long,0.08333333333333333,0.004133176990422741
1992-12-31,1992-12-31,1993-12-31,1993-07-30,1992-12-31,1993-07-30,21524,Small Value,long,0.25,0.004768766735361998
1992-12-31,1992-12-31,1993-12-31,1993-08-31,1992-12-31,1993-08-31,5060,Large Growth,long,0.25,-0.002485887515963063
1992-12-31,1992-12-31,1993-12-31,1993-08-31,1992-12-31,1993-08-31,9498,Large Value,long,0.25,-0.0013008425960154765
1992-12-31,1992-12-31,1993-12-31,1993-08-31,1992-12-31,1993-08-31,3250,Small Growth,long,0.08333333333333333,0.011518234879083301
1992-12-31,1992-12-31,1993-12-31,1993-08-31,1992-12-31,1993-08-31,16784,Small Growth,long,0.08333333333333333,0.0049932304902012
